	n_pathways
ENSG00000282019	13
ENSG00000105220	13
ENSG00000112293	3
ENSG00000167393	11
ENSG00000276438	11
ENSG00000292327	11
ENSG00000273850	11
ENSG00000101187	4
ENSG00000176463	4
ENSG00000111700	17
ENSG00000184451	8
ENSG00000291875	4
ENSG00000183709	4
ENSG00000291876	4
ENSG00000197110	4
ENSG00000182393	5
ENSG00000291872	5
ENSG00000178301	3
ENSG00000167355	3
ENSG00000174970	3
ENSG00000174957	3
ENSG00000177464	6
ENSG00000169260	3
ENSG00000225351	3
ENSG00000235589	3
ENSG00000197935	3
ENSG00000235178	3
ENSG00000233831	3
ENSG00000223687	3
ENSG00000173578	8
ENSG00000148803	6
ENSG00000214274	7
ENSG00000258817	3
ENSG00000221954	3
ENSG00000284255	3
ENSG00000288611	7
ENSG00000254598	8
ENSG00000176742	3
ENSG00000186174	5
ENSG00000196341	3
ENSG00000279116	3
ENSG00000280090	3
ENSG00000262647	3
ENSG00000172457	3
ENSG00000125522	7
ENSG00000277339	7
ENSG00000149380	9
ENSG00000165434	4
ENSG00000170782	3
ENSG00000186810	11
ENSG00000165899	3
ENSG00000139651	3
ENSG00000188324	3
ENSG00000139540	5
ENSG00000119973	5
ENSG00000171435	15
ENSG00000205592	16
ENSG00000291821	3
ENSG00000176290	3
ENSG00000188467	8
ENSG00000183706	3
ENSG00000288501	3
ENSG00000181408	7
ENSG00000171262	3
ENSG00000159337	11
ENSG00000154165	4
ENSG00000197361	7
ENSG00000291946	7
ENSG00000183971	7
ENSG00000184207	4
ENSG00000169592	8
ENSG00000140876	6
ENSG00000182173	3
ENSG00000154188	7
ENSG00000144230	11
ENSG00000278458	7
ENSG00000120071	7
ENSG00000275867	7
ENSG00000170703	3
ENSG00000277161	4
ENSG00000275600	4
ENSG00000125245	6
ENSG00000141485	3
ENSG00000177469	10
ENSG00000181045	8
ENSG00000153982	5
ENSG00000224877	4
ENSG00000101680	24
ENSG00000134504	5
ENSG00000197046	3
ENSG00000179954	3
ENSG00000275181	4
ENSG00000204882	4
ENSG00000291465	4
ENSG00000152433	6
ENSG00000171649	3
ENSG00000152443	3
ENSG00000159871	3
ENSG00000178928	3
ENSG00000182264	3
ENSG00000197619	3
ENSG00000181733	3
ENSG00000172519	3
ENSG00000181035	4
ENSG00000196268	3
ENSG00000181666	3
ENSG00000196407	4
ENSG00000196071	3
ENSG00000162753	3
ENSG00000196772	3
ENSG00000162365	11
ENSG00000147145	8
ENSG00000169218	4
ENSG00000183317	6
ENSG00000128285	13
ENSG00000177181	3
ENSG00000170128	4
ENSG00000186971	2
ENSG00000091879	3
ENSG00000170837	4
ENSG00000189292	4
ENSG00000239605	3
ENSG00000168256	28
ENSG00000197885	28
ENSG00000071991	7
ENSG00000275555	37
ENSG00000198719	37
ENSG00000144406	3
ENSG00000181804	8
ENSG00000164850	9
ENSG00000080224	6
ENSG00000164049	7
ENSG00000186038	3
ENSG00000177873	3
ENSG00000172888	3
ENSG00000120436	7
ENSG00000172139	3
ENSG00000285044	3
ENSG00000280661	3
ENSG00000144792	3
ENSG00000144455	9
ENSG00000156990	5
ENSG00000154813	4
ENSG00000142511	4
ENSG00000145476	8
ENSG00000163626	4
ENSG00000178015	4
ENSG00000226650	19
ENSG00000182613	3
ENSG00000178187	6
ENSG00000174136	4
ENSG00000185250	5
ENSG00000188056	3
ENSG00000178623	4
ENSG00000196456	3
ENSG00000181652	2
ENSG00000029534	16
ENSG00000156831	5
ENSG00000181135	3
ENSG00000274352	3
ENSG00000155970	3
ENSG00000170775	7
ENSG00000168079	3
ENSG00000102539	7
ENSG00000173611	5
ENSG00000184925	4
ENSG00000176058	4
ENSG00000183840	7
ENSG00000136839	3
ENSG00000179055	3
ENSG00000126266	17
ENSG00000101974	3
ENSG00000181704	4
ENSG00000185897	7
ENSG00000126262	7
ENSG00000068781	4
ENSG00000125388	4
ENSG00000183814	14
ENSG00000170465	3
ENSG00000198873	5
ENSG00000145362	13
ENSG00000198055	4
ENSG00000169727	19
ENSG00000288325	31
ENSG00000132522	31
ENSG00000167701	5
ENSG00000233276	11
ENSG00000176153	16
ENSG00000211445	4
ENSG00000167468	14
ENSG00000151150	21
ENSG00000224586	4
ENSG00000257770	4
ENSG00000116157	4
ENSG00000177885	182
ENSG00000141738	18
ENSG00000106070	17
ENSG00000115290	3
ENSG00000107263	23
ENSG00000155511	22
ENSG00000120251	16
ENSG00000125675	11
ENSG00000152578	11
ENSG00000101997	3
ENSG00000116586	26
ENSG00000147586	7
ENSG00000183978	4
ENSG00000030582	3
ENSG00000110063	3
ENSG00000081087	3
ENSG00000108262	23
ENSG00000113396	4
ENSG00000171189	7
ENSG00000114902	25
ENSG00000233813	7
ENSG00000227420	7
ENSG00000229861	7
ENSG00000223775	7
ENSG00000226111	7
ENSG00000204568	7
ENSG00000203624	7
ENSG00000177646	4
ENSG00000198015	7
ENSG00000164418	7
ENSG00000122970	4
ENSG00000162769	5
ENSG00000102760	6
ENSG00000141101	4
ENSG00000136279	11
ENSG00000163873	7
ENSG00000170619	3
ENSG00000064393	19
ENSG00000172172	7
ENSG00000163884	2
ENSG00000278741	18
ENSG00000276016	18
ENSG00000159842	18
ENSG00000166825	6
ENSG00000149403	6
ENSG00000105737	6
ENSG00000176884	23
ENSG00000156802	5
ENSG00000183454	17
ENSG00000273079	32
ENSG00000161509	12
ENSG00000105464	18
ENSG00000105875	5
ENSG00000171155	9
ENSG00000288368	9
ENSG00000181555	3
ENSG00000112110	7
ENSG00000123545	4
ENSG00000136146	20
ENSG00000113580	28
ENSG00000133773	2
ENSG00000285302	31
ENSG00000254505	31
ENSG00000105393	16
ENSG00000137547	7
ENSG00000077152	6
ENSG00000160007	27
ENSG00000075336	6
ENSG00000082515	7
ENSG00000123353	4
ENSG00000108961	3
ENSG00000110442	6
ENSG00000151729	16
ENSG00000160075	3
ENSG00000113360	3
ENSG00000156239	7
ENSG00000104112	8
ENSG00000132661	4
ENSG00000103490	21
ENSG00000152822	12
ENSG00000183735	47
ENSG00000161526	4
ENSG00000007944	12
ENSG00000166164	10
ENSG00000164082	6
ENSG00000069493	3
ENSG00000120217	15
ENSG00000161800	26
ENSG00000276043	6
ENSG00000198822	6
ENSG00000124493	9
ENSG00000168959	9
ENSG00000113262	6
ENSG00000196277	6
ENSG00000179603	6
ENSG00000163739	14
ENSG00000005022	13
ENSG00000081041	12
ENSG00000163734	8
ENSG00000134443	11
ENSG00000167004	17
ENSG00000126010	7
ENSG00000132463	8
ENSG00000292334	17
ENSG00000169100	17
ENSG00000105723	27
ENSG00000082701	78
ENSG00000148180	13
ENSG00000103342	12
ENSG00000104687	18
ENSG00000100983	9
ENSG00000243955	14
ENSG00000244067	12
ENSG00000174156	10
ENSG00000170899	4
ENSG00000134184	7
ENSG00000213366	4
ENSG00000134202	4
ENSG00000168765	9
ENSG00000134201	4
ENSG00000084207	13
ENSG00000277656	6
ENSG00000277897	4
ENSG00000099984	4
ENSG00000100577	11
ENSG00000116062	14
ENSG00000165417	21
ENSG00000140307	21
ENSG00000137947	17
ENSG00000153767	17
ENSG00000197265	17
ENSG00000125651	66
ENSG00000188342	66
ENSG00000288114	47
ENSG00000110768	47
ENSG00000276910	47
ENSG00000275045	47
ENSG00000145736	47
ENSG00000111358	47
ENSG00000233149	47
ENSG00000236895	47
ENSG00000234370	47
ENSG00000226384	47
ENSG00000213780	47
ENSG00000221974	47
ENSG00000122034	5
ENSG00000185024	6
ENSG00000077235	6
ENSG00000115207	6
ENSG00000095585	13
ENSG00000155313	4
ENSG00000165912	3
ENSG00000163157	2
ENSG00000138594	9
ENSG00000128872	2
ENSG00000152402	5
ENSG00000048545	4
ENSG00000188677	4
ENSG00000025770	5
ENSG00000167600	7
ENSG00000138430	4
ENSG00000112599	4
ENSG00000184076	4
ENSG00000197273	2
ENSG00000099904	12
ENSG00000128218	2
ENSG00000044012	2
ENSG00000164116	5
ENSG00000061918	5
ENSG00000070019	7
ENSG00000134317	8
ENSG00000079387	10
ENSG00000274073	8
ENSG00000276323	8
ENSG00000276504	8
ENSG00000273833	8
ENSG00000105619	8
ENSG00000276022	8
ENSG00000275086	8
ENSG00000278161	8
ENSG00000276296	8
ENSG00000276263	8
ENSG00000070985	7
ENSG00000163600	18
ENSG00000118900	5
ENSG00000101890	4
ENSG00000143774	5
ENSG00000120697	6
ENSG00000015520	3
ENSG00000176248	47
ENSG00000198791	12
ENSG00000131470	4
ENSG00000285049	19
ENSG00000071894	19
ENSG00000180209	2
ENSG00000121957	4
ENSG00000169919	16
ENSG00000284161	3
ENSG00000103319	3
ENSG00000101638	11
ENSG00000120942	4
ENSG00000111727	4
ENSG00000163754	16
ENSG00000143811	3
ENSG00000143156	9
ENSG00000135245	3
ENSG00000063245	8
ENSG00000173540	6
ENSG00000144591	6
ENSG00000058262	8
ENSG00000277649	4
ENSG00000177370	4
ENSG00000278501	4
ENSG00000088035	9
ENSG00000170180	2
ENSG00000183484	6
ENSG00000204086	7
ENSG00000250361	2
ENSG00000111817	5
ENSG00000160447	9
ENSG00000142623	2
ENSG00000281459	2
ENSG00000053900	47
ENSG00000142182	5
ENSG00000142224	4
ENSG00000136732	2
ENSG00000176978	3
ENSG00000009830	21
ENSG00000143418	4
ENSG00000132837	3
ENSG00000115216	9
ENSG00000122687	4
ENSG00000147650	6
ENSG00000135069	3
ENSG00000104812	11
ENSG00000148584	4
ENSG00000188021	4
ENSG00000135018	4
ENSG00000111713	10
ENSG00000148572	4
ENSG00000173156	7
ENSG00000141873	5
ENSG00000165794	5
ENSG00000136856	7
ENSG00000100450	4
ENSG00000121716	3
ENSG00000085514	3
ENSG00000124507	3
ENSG00000071282	2
ENSG00000063169	4
ENSG00000060971	13
ENSG00000132518	4
ENSG00000197930	4
ENSG00000172638	3
ENSG00000073861	3
ENSG00000147010	26
ENSG00000100453	15
ENSG00000197540	5
ENSG00000189060	9
ENSG00000187837	9
ENSG00000138449	10
ENSG00000124575	9
ENSG00000168298	9
ENSG00000184357	9
ENSG00000135046	19
ENSG00000277075	130
ENSG00000196866	130
ENSG00000188486	127
ENSG00000164032	5
ENSG00000158373	140
ENSG00000276410	140
ENSG00000182718	20
ENSG00000163041	102
ENSG00000132475	102
ENSG00000124610	9
ENSG00000072506	11
ENSG00000063854	3
ENSG00000084754	15
ENSG00000138029	15
ENSG00000138796	12
ENSG00000084110	3
ENSG00000170445	4
ENSG00000105509	4
ENSG00000170961	4
ENSG00000103044	4
ENSG00000206172	18
ENSG00000188536	18
ENSG00000244734	26
ENSG00000223609	2
ENSG00000213931	2
ENSG00000213934	2
ENSG00000196565	2
ENSG00000004961	3
ENSG00000099937	9
ENSG00000172534	14
ENSG00000101336	28
ENSG00000138772	4
ENSG00000161610	8
ENSG00000121764	8
ENSG00000137252	8
ENSG00000197386	5
ENSG00000116478	115
ENSG00000196591	79
ENSG00000140287	3
ENSG00000143321	5
ENSG00000115677	9
ENSG00000119969	4
ENSG00000123338	24
ENSG00000213614	18
ENSG00000049860	21
ENSG00000000971	4
ENSG00000010704	3
ENSG00000244414	4
ENSG00000164111	4
ENSG00000080910	4
ENSG00000292003	4
ENSG00000113924	4
ENSG00000188784	10
ENSG00000160408	14
ENSG00000127507	4
ENSG00000115041	9
ENSG00000120049	3
ENSG00000019991	35
ENSG00000182132	3
ENSG00000154832	9
ENSG00000109758	4
ENSG00000177932	3
ENSG00000125458	5
ENSG00000066379	10
ENSG00000235176	10
ENSG00000235443	10
ENSG00000206502	10
ENSG00000224859	10
ENSG00000236949	10
ENSG00000233795	10
ENSG00000236808	10
ENSG00000090659	13
ENSG00000157168	37
ENSG00000013016	2
ENSG00000024422	2
ENSG00000196455	43
ENSG00000213977	5
ENSG00000152804	4
ENSG00000197043	2
ENSG00000177374	5
ENSG00000100644	30
ENSG00000127946	8
ENSG00000078140	11
ENSG00000169567	6
ENSG00000165283	6
ENSG00000156515	14
ENSG00000159399	4
ENSG00000278540	18
ENSG00000275176	18
ENSG00000160883	7
ENSG00000224320	28
ENSG00000227715	28
ENSG00000206505	28
ENSG00000229215	28
ENSG00000223980	28
ENSG00000235657	28
ENSG00000206503	28
ENSG00000231834	28
ENSG00000223532	22
ENSG00000234745	22
ENSG00000224608	22
ENSG00000206450	22
ENSG00000232126	22
ENSG00000228964	22
ENSG00000233841	22
ENSG00000206435	22
ENSG00000204525	22
ENSG00000228299	22
ENSG00000206452	22
ENSG00000237022	22
ENSG00000225691	22
ENSG00000242361	6
ENSG00000241394	6
ENSG00000204257	6
ENSG00000242685	6
ENSG00000243215	6
ENSG00000239463	6
ENSG00000243189	6
ENSG00000243719	6
ENSG00000241674	6
ENSG00000241296	6
ENSG00000242386	6
ENSG00000242574	6
ENSG00000226264	6
ENSG00000239329	6
ENSG00000242092	6
ENSG00000234154	6
ENSG00000232962	6
ENSG00000231558	6
ENSG00000235744	6
ENSG00000230141	6
ENSG00000232957	6
ENSG00000204252	6
ENSG00000206292	6
ENSG00000239457	6
ENSG00000241106	6
ENSG00000243612	6
ENSG00000241386	6
ENSG00000241910	6
ENSG00000243496	6
ENSG00000231389	16
ENSG00000229685	16
ENSG00000235844	16
ENSG00000224103	16
ENSG00000206291	16
ENSG00000228163	16
ENSG00000168384	16
ENSG00000236177	16
ENSG00000229295	16
ENSG00000230708	16
ENSG00000237710	16
ENSG00000236693	16
ENSG00000223865	16
ENSG00000226826	16
ENSG00000230763	16
ENSG00000215048	16
ENSG00000231823	16
ENSG00000236418	16
ENSG00000228284	16
ENSG00000225103	16
ENSG00000206305	16
ENSG00000257473	16
ENSG00000237541	16
ENSG00000196735	16
ENSG00000223793	16
ENSG00000231526	16
ENSG00000206301	16
ENSG00000233192	16
ENSG00000232062	16
ENSG00000225890	16
ENSG00000206237	16
ENSG00000231939	16
ENSG00000225824	16
ENSG00000179344	16
ENSG00000231286	16
ENSG00000206302	16
ENSG00000233209	16
ENSG00000196610	16
ENSG00000228813	16
ENSG00000232629	16
ENSG00000229493	16
ENSG00000228254	16
ENSG00000230675	16
ENSG00000226165	16
ENSG00000224305	16
ENSG00000226260	19
ENSG00000234794	19
ENSG00000204287	19
ENSG00000230726	19
ENSG00000277263	19
ENSG00000227993	19
ENSG00000228987	19
ENSG00000206308	19
ENSG00000206306	16
ENSG00000196126	16
ENSG00000236884	16
ENSG00000228080	16
ENSG00000229074	16
ENSG00000206240	16
ENSG00000231679	16
ENSG00000230463	16
ENSG00000196101	16
ENSG00000227357	16
ENSG00000227826	16
ENSG00000231021	16
ENSG00000198502	16
ENSG00000225201	22
ENSG00000229252	22
ENSG00000233904	22
ENSG00000236632	22
ENSG00000204592	22
ENSG00000206493	22
ENSG00000230254	22
ENSG00000204642	19
ENSG00000206509	19
ENSG00000235220	19
ENSG00000234487	19
ENSG00000237508	19
ENSG00000137403	19
ENSG00000229698	19
ENSG00000235346	19
ENSG00000206506	19
ENSG00000233095	19
ENSG00000235680	19
ENSG00000230413	19
ENSG00000204632	19
ENSG00000237216	19
ENSG00000276051	19
ENSG00000131480	3
ENSG00000159267	9
ENSG00000256269	3
ENSG00000189403	46
ENSG00000164104	4
ENSG00000117305	6
ENSG00000113161	12
ENSG00000112972	9
ENSG00000134240	8
ENSG00000137309	19
ENSG00000138356	4
ENSG00000072571	10
ENSG00000100292	30
ENSG00000103415	17
ENSG00000277424	17
ENSG00000123358	12
ENSG00000129514	7
ENSG00000120868	21
ENSG00000125798	21
ENSG00000170608	3
ENSG00000101076	9
ENSG00000164749	7
ENSG00000169856	10
ENSG00000150540	5
ENSG00000163412	10
ENSG00000174669	6
ENSG00000184270	19
ENSG00000135486	20
ENSG00000164978	4
ENSG00000122566	17
ENSG00000092199	23
ENSG00000138668	14
ENSG00000169813	22
ENSG00000169045	16
ENSG00000284254	16
ENSG00000126945	11
ENSG00000175336	4
ENSG00000165119	18
ENSG00000282947	11
ENSG00000104824	11
ENSG00000146383	7
ENSG00000186049	3
ENSG00000153187	15
ENSG00000105991	3
ENSG00000105996	7
ENSG00000076555	12
ENSG00000107282	9
ENSG00000276497	9
ENSG00000105997	3
ENSG00000197576	3
ENSG00000106006	3
ENSG00000005073	3
ENSG00000034053	3
ENSG00000276495	3
ENSG00000120094	3
ENSG00000173917	3
ENSG00000120093	3
ENSG00000182742	5
ENSG00000166313	4
ENSG00000198353	8
ENSG00000037965	8
ENSG00000123388	3
ENSG00000128645	3
ENSG00000128652	3
ENSG00000170166	3
ENSG00000128713	3
ENSG00000134982	31
ENSG00000257017	6
ENSG00000158104	4
ENSG00000164120	11
ENSG00000105707	5
ENSG00000132703	2
ENSG00000261701	3
ENSG00000165704	11
ENSG00000107521	4
ENSG00000110169	3
ENSG00000174775	142
ENSG00000276536	142
ENSG00000172794	6
ENSG00000139428	10
ENSG00000173744	4
ENSG00000196639	8
ENSG00000164062	6
ENSG00000130528	4
ENSG00000113905	9
ENSG00000113749	8
ENSG00000126457	24
ENSG00000291796	9
ENSG00000100823	9
ENSG00000114315	28
ENSG00000230989	6
ENSG00000203857	7
ENSG00000203859	7
ENSG00000110330	36
ENSG00000117594	7
ENSG00000176387	7
ENSG00000108786	8
ENSG00000130948	8
ENSG00000086696	5
ENSG00000133835	15
ENSG00000284774	12
ENSG00000185122	12
ENSG00000115361	8
ENSG00000023445	28
ENSG00000086061	4
ENSG00000237724	26
ENSG00000204389	26
ENSG00000235941	26
ENSG00000234475	26
ENSG00000215328	26
ENSG00000224501	26
ENSG00000212866	26
ENSG00000231555	26
ENSG00000232804	26
ENSG00000204388	26
ENSG00000204390	12
ENSG00000206383	12
ENSG00000226704	12
ENSG00000234258	12
ENSG00000236251	12
ENSG00000126803	16
ENSG00000170606	4
ENSG00000044574	28
ENSG00000101966	33
ENSG00000173110	7
ENSG00000109971	55
ENSG00000113013	23
ENSG00000106211	12
ENSG00000089685	34
ENSG00000080824	119
ENSG00000096384	63
ENSG00000144381	12
ENSG00000115541	8
ENSG00000132002	10
ENSG00000142798	49
ENSG00000203852	115
ENSG00000084234	8
ENSG00000070614	5
ENSG00000126550	3
ENSG00000283046	3
ENSG00000282967	3
ENSG00000205649	3
ENSG00000118137	49
ENSG00000178394	6
ENSG00000135312	8
ENSG00000179546	8
ENSG00000168830	8
ENSG00000179097	8
ENSG00000102468	8
ENSG00000135914	8
ENSG00000147246	8
ENSG00000166736	3
ENSG00000158874	19
ENSG00000164270	8
ENSG00000157219	8
ENSG00000158748	8
ENSG00000148680	10
ENSG00000136273	25
ENSG00000110244	15
ENSG00000041982	9
ENSG00000114378	13
ENSG00000121351	12
ENSG00000291356	10
ENSG00000196305	10
ENSG00000198108	5
ENSG00000183640	2
ENSG00000182591	2
ENSG00000184351	2
ENSG00000182816	2
ENSG00000240432	2
ENSG00000186980	2
ENSG00000184724	2
ENSG00000186930	2
ENSG00000186965	2
ENSG00000244025	2
ENSG00000186967	2
ENSG00000186977	2
ENSG00000186925	2
ENSG00000244362	2
ENSG00000244624	2
ENSG00000184032	2
ENSG00000187005	2
ENSG00000187026	2
ENSG00000186924	2
ENSG00000084674	42
ENSG00000291544	42
ENSG00000029559	3
ENSG00000090339	13
ENSG00000184330	4
ENSG00000277494	14
ENSG00000166527	5
ENSG00000276600	8
ENSG00000185899	6
ENSG00000285341	6
ENSG00000108622	10
ENSG00000185101	10
ENSG00000182782	7
ENSG00000076662	8
ENSG00000186188	11
ENSG00000186795	7
ENSG00000148488	9
ENSG00000105371	5
ENSG00000181518	3
ENSG00000149133	3
ENSG00000172464	3
ENSG00000183313	3
ENSG00000188124	3
ENSG00000185640	3
ENSG00000111701	4
ENSG00000172780	7
ENSG00000182156	5
ENSG00000188895	3
ENSG00000281526	3
ENSG00000187187	3
ENSG00000185761	9
ENSG00000182566	3
ENSG00000140968	9
ENSG00000173080	8
ENSG00000176261	3
ENSG00000116819	6
ENSG00000181450	3
ENSG00000187815	3
ENSG00000167862	7
ENSG00000125968	13
ENSG00000144228	3
ENSG00000144488	4
ENSG00000115738	6
ENSG00000144644	5
ENSG00000283060	6
ENSG00000117318	6
ENSG00000185818	3
ENSG00000117054	10
ENSG00000172201	9
ENSG00000174358	10
ENSG00000288243	21
ENSG00000184584	21
ENSG00000183876	9
ENSG00000161911	3
ENSG00000173041	6
ENSG00000215018	4
ENSG00000004846	2
ENSG00000158457	2
ENSG00000146856	3
ENSG00000197363	3
ENSG00000147655	4
ENSG00000175893	7
ENSG00000177076	4
ENSG00000187690	3
ENSG00000173239	3
ENSG00000187553	13
ENSG00000187747	3
ENSG00000188162	3
ENSG00000130208	10
ENSG00000171561	3
ENSG00000170790	3
ENSG00000110975	8
ENSG00000215009	8
ENSG00000179695	3
ENSG00000179626	3
ENSG00000119912	10
ENSG00000138413	18
ENSG00000181803	3
ENSG00000182054	9
ENSG00000166411	5
ENSG00000187581	13
ENSG00000277018	13
ENSG00000101365	3
ENSG00000067829	5
ENSG00000196391	3
ENSG00000067064	7
ENSG00000010404	13
ENSG00000127415	13
ENSG00000186407	5
ENSG00000171446	3
ENSG00000205403	4
ENSG00000163565	5
ENSG00000179751	4
ENSG00000165949	5
ENSG00000275214	5
ENSG00000280774	3
ENSG00000213921	3
ENSG00000197928	3
ENSG00000187556	2
ENSG00000288505	2
ENSG00000103375	11
ENSG00000068079	4
ENSG00000169214	3
ENSG00000153230	3
ENSG00000238243	3
ENSG00000177462	3
ENSG00000278377	3
ENSG00000196539	3
ENSG00000277113	3
ENSG00000292005	3
ENSG00000119922	14
ENSG00000185745	15
ENSG00000198965	3
ENSG00000182783	3
ENSG00000203661	3
ENSG00000292007	3
ENSG00000273827	3
ENSG00000292017	3
ENSG00000275102	3
ENSG00000124143	6
ENSG00000101282	4
ENSG00000119917	14
ENSG00000197919	20
ENSG00000151379	4
ENSG00000234906	18
ENSG00000188379	20
ENSG00000214513	3
ENSG00000236637	20
ENSG00000147873	20
ENSG00000120235	20
ENSG00000214042	20
ENSG00000120242	20
ENSG00000186803	20
ENSG00000197385	3
ENSG00000228083	20
ENSG00000198471	3
ENSG00000147885	20
ENSG00000187527	3
ENSG00000110245	13
ENSG00000234829	20
ENSG00000137080	20
ENSG00000145283	4
ENSG00000170509	3
ENSG00000142166	16
ENSG00000159110	16
ENSG00000171855	25
ENSG00000234602	4
ENSG00000111537	20
ENSG00000027697	11
ENSG00000267467	10
ENSG00000159128	11
ENSG00000262795	11
ENSG00000277378	3
ENSG00000225781	3
ENSG00000284949	3
ENSG00000221858	3
ENSG00000221970	3
ENSG00000285105	3
ENSG00000214415	37
ENSG00000106384	4
ENSG00000189058	8
ENSG00000188710	8
ENSG00000136834	3
ENSG00000280094	3
ENSG00000186638	4
ENSG00000238205	3
ENSG00000171054	3
ENSG00000184210	5
ENSG00000147127	7
ENSG00000205667	9
ENSG00000261456	81
ENSG00000162951	3
ENSG00000198739	3
ENSG00000152705	3
ENSG00000137285	90
ENSG00000157593	8
ENSG00000168528	3
ENSG00000017427	14
ENSG00000139211	6
ENSG00000130203	34
ENSG00000140443	14
ENSG00000167244	16
ENSG00000066813	10
ENSG00000174177	3
ENSG00000197081	11
ENSG00000182628	18
ENSG00000225663	9
ENSG00000288213	9
ENSG00000099769	2
ENSG00000183647	3
ENSG00000146678	14
ENSG00000115457	2
ENSG00000146674	10
ENSG00000178295	7
ENSG00000141753	4
ENSG00000115461	4
ENSG00000167779	2
ENSG00000172548	2
ENSG00000164588	3
ENSG00000120253	92
ENSG00000163453	8
ENSG00000178665	3
ENSG00000142871	4
ENSG00000163864	4
ENSG00000188771	3
ENSG00000186907	3
ENSG00000122971	7
ENSG00000091583	4
ENSG00000142192	74
ENSG00000132465	5
ENSG00000168214	33
ENSG00000198931	12
ENSG00000197013	3
ENSG00000203722	3
ENSG00000186844	3
ENSG00000196734	3
ENSG00000197084	3
ENSG00000172155	3
ENSG00000186226	3
ENSG00000240386	3
ENSG00000187173	3
ENSG00000187180	3
ENSG00000187223	3
ENSG00000185962	3
ENSG00000187238	3
ENSG00000244057	3
ENSG00000185966	3
ENSG00000186136	6
ENSG00000273505	6
ENSG00000173930	7
ENSG00000276747	2
ENSG00000280949	2
ENSG00000185219	3
ENSG00000186393	3
ENSG00000121446	6
ENSG00000221864	2
ENSG00000187175	2
ENSG00000221859	2
ENSG00000159915	3
ENSG00000243414	21
ENSG00000130997	2
ENSG00000278355	3
ENSG00000275404	3
ENSG00000274914	3
ENSG00000187116	3
ENSG00000274113	3
ENSG00000142515	8
ENSG00000128322	2
ENSG00000163501	23
ENSG00000026103	19
ENSG00000113141	4
ENSG00000104365	82
ENSG00000115008	21
ENSG00000125538	27
ENSG00000115594	11
ENSG00000196083	15
ENSG00000136689	6
ENSG00000109471	16
ENSG00000134460	16
ENSG00000117560	29
ENSG00000100385	12
ENSG00000147168	19
ENSG00000164399	15
ENSG00000292332	10
ENSG00000185291	10
ENSG00000113520	12
ENSG00000077238	7
ENSG00000113525	13
ENSG00000091181	10
ENSG00000136244	41
ENSG00000160712	24
ENSG00000134352	20
ENSG00000104432	4
ENSG00000168685	8
ENSG00000169429	23
ENSG00000163464	11
ENSG00000145839	5
ENSG00000180871	11
ENSG00000240583	11
ENSG00000292373	5
ENSG00000124334	5
ENSG00000136634	22
ENSG00000110324	9
ENSG00000243646	6
ENSG00000095752	5
ENSG00000167580	4
ENSG00000137070	5
ENSG00000168811	8
ENSG00000113302	8
ENSG00000096996	6
ENSG00000081985	9
ENSG00000169194	9
ENSG00000131724	4
ENSG00000187569	3
ENSG00000123496	4
ENSG00000196177	5
ENSG00000165272	8
ENSG00000164136	5
ENSG00000134470	5
ENSG00000215148	3
ENSG00000172349	4
ENSG00000049249	4
ENSG00000112115	12
ENSG00000150782	21
ENSG00000141568	4
ENSG00000143621	7
ENSG00000129351	13
ENSG00000171885	4
ENSG00000166333	4
ENSG00000133731	3
ENSG00000141401	3
ENSG00000106348	14
ENSG00000178035	14
ENSG00000149503	23
