gene,epi_mean,epi_detection,caf_mean,immune_mean,endothelial_mean,tme_max_mean,log2fc_mean,log2fc_sd,n_datasets,n_datasets_reproducible,consensus_fraction
ACHE,0.08200040680000001,0.04788584726559892,0.043409967400000006,0.00994691,0.013252257600000001,0.043409967400000006,0.4645799280369055,0.806912182363622,5,0,0.0
ACKR1,0.0399316382,0.007333548560386621,0.053879154000000005,0.0197859656,13.582332452,13.582332452,-6.592482162654093,1.9115626768003433,5,0,0.0
ACKR2,0.01527194496,0.009853985748340439,0.00271390628,0.004509922540000001,0.251306205,0.251306205,-1.5548209277386333,1.326795121296856,5,0,0.0
ACKR3,0.0635264074,0.029973336492598417,0.254454542,0.0325123156,0.9818579460000001,1.01491021,-2.9205476813773297,1.1452995286235137,5,0,0.0
ACKR4,0.0375440832,0.0183958218157494,0.0404629576,0.00201323472,0.08658473600000001,0.09061204120000001,-0.6138026047780825,0.5103795702954177,5,0,0.0
ACP2,0.27465606499999995,0.12223150773543101,0.453964136,0.335825664,0.23756192599999998,0.49144394,-0.6409804097150026,0.22275386989616863,5,0,0.0
ACVR1,0.32872804099999997,0.13118249381271876,0.6095376100000001,0.159280632,0.134461378,0.6095376100000001,-0.5714521463059372,0.505046886946118,5,0,0.0
ACVR1B,0.48327963399999996,0.170679526754837,0.24473028600000002,0.11442130719999999,0.29337318999999995,0.30864023,0.28246186696236303,0.5182437946951035,5,1,0.2
ACVR1C,0.027459136000000002,0.01318117056996384,0.00267464616,0.017503584,0.0007788128667999999,0.017503584,0.11111685674034048,0.4812258151380637,5,0,0.0
ACVR2A,0.09269722059999999,0.059655695189641644,0.227692524,0.0640476136,0.14565079206,0.227692524,-0.9261396602015413,0.3139636498797086,5,0,0.0
