gene,epi_mean,epi_detection,caf_mean,immune_mean,endothelial_mean,tme_max_mean,log2fc_mean,log2fc_sd,n_datasets,n_datasets_reproducible,consensus_fraction
CXCR6,0.02403602606,0.007916044548620719,0.019882230679999998,1.0742568399999999,0.04655781096,1.0742568399999999,-3.854053887373437,0.3497009637258643,5,0,0.0
CYBB,0.06376712728,0.01843429176931256,0.19256779093999998,1.31549361,0.0449148006,1.31549361,-3.405173302437929,0.6056671333142958,5,0,0.0
CYSLTR1,0.0528736704,0.02629815760427376,0.058096618600000004,0.38698508600000003,0.23328522000000002,0.38698508600000003,-2.1908007279052804,0.587096597349441,5,0,0.0
CYSLTR2,0.0017897277579999999,0.00144187587405152,0.0079352317,0.0591698542,0.002497365284,0.0591698542,-0.8984740766989947,0.7060389185984939,5,0,0.0
DAG1,0.568158266,0.19538128980208228,0.311283266,0.07877233580000001,0.23812076000000001,0.329448552,0.6038989553115178,0.402955561375742,5,2,0.4
DAGLA,0.0295142348,0.02340293616399358,0.020309121859999998,0.013598528799999999,0.0040184767,0.032419737,0.008319045088425148,0.4604869744179098,5,0,0.0
DAGLB,0.220405752,0.10015054474720038,0.09076542,0.187248867,0.3185307468,0.3358939438,-0.08040145589885965,0.5526482277594859,5,0,0.0
DCBLD1,0.25639217200000003,0.09824526106477795,0.655009776,0.076438736,0.394045048,0.655009776,-0.7293717652760578,0.8438877177498939,5,0,0.0
DCBLD2,0.8060916419999999,0.21757192281950993,0.57467769,0.025861956399999997,0.15865686380000002,0.57467769,0.3796588231541741,1.321354779335071,5,2,0.4
DCC,0.027380382939999996,0.01002239731969982,0.008297278000000002,0.027649695287999997,0.00032029525,0.035411643168,-0.0013614895657459963,0.46468464584535957,5,0,0.0
DCHS1,0.01876560834,0.00533161841092504,0.30389573799999997,0.01585325688,1.134953544,1.134953544,-3.682334353332813,1.2095226383967383,5,0,0.0
DCHS2,0.00429095254,0.00223763216053306,0.0029421753999999997,0.000826711728,0.0064787107768,0.00729409732,-0.07198287335749538,0.13915065461288595,5,0,0.0
DCSTAMP,0.001267610366,0.0008964712780885401,0.0068450312599999995,0.0263209538,0.00594418916,0.0263209538,-0.5576755196620716,0.22220154589669697,5,0,0.0
DCT,0.0039135516200000005,0.00137677324346336,0.007768908600000001,0.002785410596,0.00052827032,0.0103540113,-0.13499692804415173,0.40543972715861715,5,0,0.0
DDR1,1.398270308,0.3311914528638963,0.148379536,0.0709389436,0.04175833294,0.155209215,2.807501051726813,0.28633889339193785,5,5,1.0
DDR2,0.039330556800000006,0.02400481447965712,1.27394348,0.0176523189,0.14391314800000002,1.27394348,-3.870284803568776,0.5603588330871756,5,0,0.0
DGCR2,0.557323858,0.2059106903415319,0.257935508,0.260573739,0.24354441659999998,0.390795702,0.35741204692203815,0.38211598298893207,5,2,0.4
DISP1,0.08367848079999998,0.04849583550303452,0.0668323584,0.0617124374,0.20906083199999997,0.210252538,-0.785115036510943,0.8056999944846428,5,0,0.0
DISP2,0.01496072402,0.00779195507873824,0.01215964768,0.016882431859999998,0.01576581918,0.028966610999999996,-0.27055870881904687,0.3506517755128925,5,0,0.0
DLK1,0.010282310800000001,0.0010398753585694203,0.0,0.00021976243519999998,0.0,0.00021976243519999998,0.2202610864257065,0.37445773969728957,5,0,0.0
DLK2,0.0323129968,0.01031446769846324,0.01647545124,0.004640363220000001,0.007868313960000001,0.02037221128,0.24095133622626985,0.37644077376361873,5,0,0.0
DLL1,0.0529264002,0.025550514116641398,0.11285804120000001,0.0198453528,0.598646782,0.598646782,-2.4725075618026837,0.7204522121476469,5,0,0.0
DLL3,0.018981150199999998,0.011541111531007118,0.0023527417799999997,0.00513347942,0.00203125716,0.00562248134,0.2844147434594252,0.2884978736462966,5,0,0.0
DLL4,0.037365489200000004,0.023233849277116542,0.0049154917999999995,0.006661321940000001,1.9422719280000003,1.9422719280000003,-3.9985482898439684,1.30119401670561,5,0,0.0
DNER,0.36736936519999996,0.07011309774652533,0.0288769142,0.00833519548,0.07561012158,0.09117380457999999,0.6363264037753065,0.966927930222694,5,1,0.2
DPEP1,0.00984945546,0.00238439185165168,0.150558993,0.0037853488319999997,0.0674710486,0.173528617,-1.8277706576410275,0.661091702882019,5,0,0.0
DPEP2,0.00934578426,0.00452767032663844,0.0033783996000000005,0.278743246,0.1538012514,0.292224636,-2.3656109043424225,0.5311665306223141,5,0,0.0
DPEP3,0.00054875002,0.00045046372959336,1.1497842599999998e-05,0.00283780456,0.00662636,0.009344508100000001,-0.2054862195945876,0.29863602511128307,5,0,0.0
DPP10,0.01649520092,0.012094344007572418,0.000440425708,0.000207589014,5.54767788e-05,0.000485959194,0.35927907857615277,0.35581947456170415,5,0,0.0
DPP4,0.328725964,0.1416266495493848,0.0941252026,0.190109171,0.0411193594,0.19245547300000002,0.5316100038319561,0.5469416858276137,5,2,0.4
DPP6,0.006996624985999999,0.00329469434477664,0.0039954979299999995,0.0025165598714,0.0016113234000000001,0.007639125623999999,-0.014283358959582548,0.16635049695633045,5,0,0.0
DRD1,0.00272145372,0.0029057784570871,0.0,2.2707684e-05,0.0,2.2707684e-05,0.07456151395928708,0.06565924207853928,5,0,0.0
DRD2,0.0004893902299999999,0.0007058220189095599,0.0,0.000678940388,8.866496e-06,0.000678940388,-0.005421301858150261,0.011947477945011747,5,0,0.0
DRD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0
DRD4,0.01624131406,0.008874559842525779,0.0165341242,0.01488301222,0.0012632526799999997,0.0280108132,-0.21896250321543537,0.45480982289060534,5,0,0.0
DRD5,0.0,0.0,0.00272942896,0.00043469015880000006,0.0,0.0027360620586,-0.07437910040450763,0.09376825335429563,5,0,0.0
DSC1,0.003498670592,0.00034755367714574,0.0,0.001357083026,0.0012633677999999999,0.0019228160259999998,0.03397793655315422,0.23059536004628,5,0,0.0
DSC2,0.223744746,0.11023577557333634,0.0554931418,0.11012514379999998,0.0151827158,0.11012514379999998,0.9060637930505445,0.554692751396769,5,2,0.4
DSC3,0.006884732427999999,0.00549510224348826,0.00078098152,0.000592377666,2.3435927999999996e-06,0.0011489474480000002,0.1486731621493967,0.11035669305608657,5,0,0.0
DSCAM,0.0013766034100000002,0.00143592266793146,0.0,0.0004578628360000001,0.0006542533794800001,0.0011107922360000001,0.006993606443681038,0.049837127080091304,5,0,0.0
DSCAML1,0.012148136139999998,0.008776991539662379,0.0091328151,0.0035645257600000002,0.0016554227660000001,0.01141766448,0.027617503103711562,0.36892605800813494,5,0,0.0
DSG1,0.00024424794,0.00015079857314682,0.0,0.0,0.0,0.0,0.00700003240473515,0.010447098773305807,5,0,0.0
DSG2,0.76597166,0.2570698784145514,0.085491393,0.0376441812,0.020334386200000002,0.10101011739999999,2.349690564358388,0.4329717397506258,5,5,1.0
DSG3,0.007020000500000001,0.00458473888177798,0.0009361191899999999,0.00168050764,2.375097e-05,0.00168050764,0.12812665873790205,0.18197568063845648,5,0,0.0
DSG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0
DUOX1,0.294164592,0.1034834986719996,0.0630042452,0.0378476664,0.0346578952,0.06553736,1.2683249005040567,0.9238126109202498,5,3,0.6
DUOX2,0.0636105946,0.02729484786087158,0.00568370968,0.0037545124,0.0,0.0078773266,0.795869191789638,0.9747410905264549,5,0,0.0
DUOXA1,0.261925432,0.10648630847145475,0.002560802,0.00180856088,0.0048555028,0.005827042,2.3700601739582323,0.6724613537146491,5,3,0.6
DYNAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0
EBP,0.53384695,0.21086488789313312,0.16604236,0.48473751600000003,0.22229808060000003,0.48473751600000003,0.18033202613221028,0.532351205369224,5,1,0.2
ECE1,0.662730308,0.21360822790561632,0.32394884399999996,0.304631061,2.6025061199999997,2.6025061199999997,-1.8836040600103616,0.39080333886262286,5,0,0.0
ECSCR,0.002557333552,0.0016220090695654998,0.0136566364,0.023505595599999998,2.76185464,2.76185464,-3.8346794961521624,3.5065425555909475,5,0,0.0
EDA,0.0189962722,0.01853628157677412,0.0348883104,0.02975619159,0.37695315279999997,0.38850598379999995,-1.4266964106916895,1.6370437812420369,5,0,0.0
EDA2R,0.016090889039999997,0.01798176503607924,0.021690399,0.0038427131099999998,0.01745151814,0.0244812928,-0.17569459624590336,0.4117900291366112,5,0,0.0
EDAR,0.033909669190000005,0.009534600075153919,0.0,0.002163683216,0.00029052706000000004,0.002315742748,0.39228566109676677,0.857608841689856,5,0,0.0
EDNRA,0.0405338948,0.0225691408059312,0.847879342,0.006999637390000001,0.03400201952,0.847879342,-3.2939724452090395,0.6317173852988918,5,0,0.0
EDNRB,0.05060828739999999,0.0209272046238943,0.1921232308,0.01247248188,3.094583,3.094583,-4.648806660369477,0.8104210229468717,5,0,0.0
EFNA1,3.17117866,0.421829599067775,0.181908606,0.08895934219999999,2.0844834079999996,2.0844834079999996,0.41674509019889205,0.556427712560134,5,2,0.4
EFNA2,0.01729684,0.0067334768477097795,0.0,0.0006345912486,0.0,0.0006345912486,0.29038780107297946,0.569767311554763,5,0,0.0
EFNA3,0.1044219018,0.04885833047293326,0.01637192979,0.01267276,0.00950756126,0.022245034599999998,0.865079486319684,0.7172327226409182,5,0,0.0
EFNA4,0.253238198,0.12551233981429671,0.130720671,0.0971660674,0.0752482944,0.139271395,0.7342433359019325,0.292093502809922,5,3,0.6
EFNA5,0.47204745,0.1702692983679554,0.10375249339999999,0.024446784699999998,0.15318669499999998,0.180855129,1.0313752579724085,0.8061710090453976,5,3,0.6
EFNB1,0.0760788352,0.045720911058209954,0.244296902,0.0422597306,0.9883614039999999,0.9883614039999999,-2.8626394842591933,1.1048896987375014,5,0,0.0
EFNB2,0.2427395406,0.11305082205047098,0.15210400959999998,0.032547392280000004,2.42790534,2.42790534,-3.12727818177731,1.6239526959991706,5,0,0.0
EFNB3,0.018589161820000002,0.01635755687004666,0.0420307694,0.001119510374,0.011324178456,0.052990348,-0.5709224446038951,0.2926055784589364,5,0,0.0
EGF,0.024258137540000002,0.0220245181378386,0.00034267803999999996,0.0010291323720000001,3.9906522e-06,0.00129807688,0.49346599936456165,0.3791115692985024,5,0,0.0
EGFR,0.70778239,0.2308456209996458,0.29444533,0.008729837940000002,0.24723691479999998,0.313248098,1.0296985201359719,0.5304134334312226,5,4,0.8
ELFN1,0.000436283406,0.00050906691491062,0.026483101800000002,0.00034965611,0.10882234576000001,0.10882234576000001,-1.2915222966888198,1.0952548314483768,5,0,0.0
ELFN2,0.028939842800000004,0.01263970874307282,0.00234735591,0.00039629400999999996,0.0,0.00252096795,0.4940930906939413,0.5611075440601127,5,0,0.0
EMB,0.347019314,0.16090225968250266,0.0893272896,1.4265123599999998,0.07250311220000001,1.4265123599999998,-2.0159295498094183,0.5717187153674669,5,0,0.0
EMCN,0.015078354467999999,0.00373051078146872,0.0063938778,0.00501512674,4.58773418,4.58773418,-6.162088783635485,0.2410272026643455,5,0,0.0
EMP1,0.718085854,0.18580362205384743,3.6467831599999996,0.187956358,9.6686779,9.6686779,-3.884130205868787,0.837352113838061,5,0,0.0
EMP2,7.838947060000001,0.455608365952359,1.59520786,0.07935804599999999,4.17790158,4.17790158,0.5722491371051074,0.6754943210094606,5,2,0.4
EMP3,1.214269726,0.2114524728468942,2.9785904000000003,3.7455202799999996,1.608816768,3.7455202799999996,-2.1536479497767678,1.4250345662451014,5,0,0.0
ENG,0.17327639,0.06393904491189051,2.276536568,0.347130034,8.9529062,8.9529062,-5.3567852410640935,0.6180806884659761,5,0,0.0
ENPEP,0.064441139,0.027391549647075665,0.311404752,0.0021879507280000003,0.009107593097399998,0.311404752,-1.8185932753464276,0.5692761438849714,5,0,0.0
ENPP1,0.018694079679999996,0.01282156360980328,0.09117296,0.01013415704,0.07384569939999999,0.123961854,-1.388820876020853,0.3418809378363603,5,0,0.0
ENPP4,0.28275013,0.13248746896211888,0.0330949624,0.24143813,0.341829984,0.365001364,-0.3377137799398803,0.8080095363887072,5,0,0.0
ENPP5,0.141103016,0.08906733752539568,0.05182721059999999,0.0232265408,0.001133614612,0.05182721059999999,0.902223966222666,0.5480692025165226,5,2,0.4
ENPP6,0.000447401038,0.00046282303735248,0.012531496999999999,0.0037509317400000004,0.007348260377999999,0.0193519763,-0.42704577084629153,0.32808271358902513,5,0,0.0
ENTPD1,0.04525621552,0.01805862109735204,0.79659096,1.3283412700000001,1.77272696,2.0122408800000002,-4.3844420199422185,0.6791112875664312,5,0,0.0
ENTPD3,0.051018349,0.03918576449704082,0.01229999746,0.00063416415,0.00207452928,0.014314153766000001,0.6442970627688889,0.49736389608346926,5,0,0.0
EPCAM,5.055778259999999,0.5707982700204177,0.370079535,0.149313839,0.3396725616,0.4196411546,3.952946235309483,0.9569190233581021,5,5,1.0
EPGN,0.0035878392599999996,0.00242700727135576,0.0063827946,0.00459292588,2.4120386000000002e-05,0.00884445034,-0.1286085035808066,0.1492927980284201,5,0,0.0
EPHA1,0.07852013420000001,0.04756079282333814,0.072073985688,0.128737119,0.0009434879999999999,0.128737119,-0.2164483505743641,0.43643044871082626,5,0,0.0
EPHA10,0.05785560199999999,0.032679762866435695,0.0,0.0036347050239999997,0.0,0.0036347050239999997,0.7940265999616297,0.7158037932518357,5,0,0.0
EPHA2,0.477828696,0.17450278047464557,0.130220522,0.01509725054,0.50647204,0.50647204,0.1467301074655801,0.7328004837866575,5,2,0.4
EPHA3,0.002932991326,0.0014511872799813602,0.159515614,0.0002423828284,0.0016074233999999999,0.159515614,-1.72471564209314,1.1468886783876704,5,0,0.0
EPHA4,0.14366170760000002,0.0830302923807549,0.013831084720000001,0.0845372208,0.28989745,0.28989745,-0.8401695024858817,0.43376973419359344,5,0,0.0
EPHA5,0.012659088039999999,0.0017668390950704798,0.0,0.0003965413859999999,4.0553604000000005e-07,0.0003965413859999999,0.27717825127359663,0.3586219338246495,5,0,0.0
EPHA6,0.11727190211060001,0.02909302830517816,0.0,0.00293963948,0.0,0.00293963948,0.7265446648641289,1.4515702409366047,5,1,0.2
EPHA7,0.06018172415999999,0.017368224385604057,0.00054893156,0.0011378941,0.0072608852228,0.0083186662,0.4251241950141934,1.2668303260983134,5,0,0.0
EPHA8,0.001240956684,0.00126094368933438,0.0,0.0,0.0,0.0,0.03381687536288281,0.07398410280140033,5,0,0.0
EPHB1,0.02500999098,0.01532376408949608,0.000196559072,0.0113050018,0.0291354652,0.029229094140000002,-0.09436640191000736,0.25033568164974135,5,0,0.0
EPHB2,0.191396016,0.08162347807371093,0.161920376,0.035835613179999996,0.029346711879999998,0.161920376,0.18887358414965547,0.964857524362896,5,0,0.0
