smiles_std,molecule_chembl_id,standard_type,value_nM,pActivity,n_measurements,MW,n_documents,scaffold,dataset
CCC(CC)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,CHEMBL5205032,EC50,71.5,7.145959594765884,2,588.5580000000002,1,O=[PH](OCC1CCC(c2ccc3cncnn23)O1)Oc1ccccc1,MERS_cell_antiviral
CCC(CC)COC(=O)[C@H](C)NP(=O)(OC[C@@H]1O[C@](C#N)(c2ccc3c(N)ncnn23)[C@@H](O)[C@H]1O)Oc1ccccc1,CHEMBL5430294,IC50,74.0,7.130768280269024,1,602.5850000000002,1,O=[PH](OCC1CCC(c2ccc3cncnn23)O1)Oc1ccccc1,MERS_cell_antiviral
CCC(CC)OC(=O)[C@H](C)N[P@@](=O)(CC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,CHEMBL5280654,EC50,74.0,7.130768280269024,1,586.5860000000002,1,O=[PH](CCC1CCC(c2ccc3cncnn23)O1)Oc1ccccc1,MERS_cell_antiviral
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,CHEMBL4065616,EC50/IC50,74.0,7.130768280269024,8,602.5850000000002,6,O=[PH](OCC1CCC(c2ccc3cncnn23)O1)Oc1ccccc1,MERS_cell_antiviral
CC(C)C(=O)c1c(Nc2ccc(F)c(F)c2F)[nH]c2c(F)cc(F)cc2c1=O,CHEMBL4526734,IC50,86.0,7.0655015487564325,1,396.3150000000001,1,O=c1cc(Nc2ccccc2)[nH]c2ccccc12,MERS_cell_antiviral
CCCC1CCC(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@H]2CCNC2=O)CC1,CHEMBL5194912,EC50/IC50,100.0,7.06246936830415,2,437.58100000000024,1,O=C(CNC(=O)OC1CCCCC1)NCCC1CCNC1=O,MERS_cell_antiviral
CCCC1CCC(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@H]2CCNC2=O)C(O)S(=O)(=O)[O-])CC1,CHEMBL5172701,IC50,100.0,7.0,1,518.6530000000002,1,O=C(CNC(=O)OC1CCCCC1)NCCC1CCNC1=O,MERS_cell_antiviral
CC(C)C[C@H](NC(=O)OCC1CCC(F)(F)CC1)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(O)S(=O)(=O)[O-],CHEMBL5173283,IC50,100.0,7.0,1,526.5790000000002,1,O=C(CNC(=O)OCC1CCCCC1)NCCC1CCNC1=O,MERS_cell_antiviral
CC(C)C(=O)c1c(Nc2ccc(F)c(F)c2F)[nH]c2c(Cl)cc(Cl)c(Cl)c2c1=O,CHEMBL4572255,IC50,100.0,7.0,1,463.6700000000002,1,O=c1cc(Nc2ccccc2)[nH]c2ccccc12,MERS_cell_antiviral
CC(C)C[C@H](NC(=O)OC1CCCCC1)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(O)S(=O)(=O)[O-],CHEMBL5190394,EC50/IC50,115.0,6.9604093769761874,2,476.5720000000002,1,O=C(CNC(=O)OC1CCCCC1)NCCC1CCNC1=O,MERS_cell_antiviral
CC(C)C(=O)c1c(Nc2ccc(F)cc2F)[nH]c2c(Cl)cc(Cl)c(Cl)c2c1=O,CHEMBL4459172,IC50,129.0,6.889410289700751,1,445.6800000000002,1,O=c1cc(Nc2ccccc2)[nH]c2ccccc12,MERS_cell_antiviral
CC(C)C[C@H](NC(=O)OC1CCC(F)(F)CC1)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(O)S(=O)(=O)[O-],CHEMBL5184284,EC50/IC50,145.0,6.887345359137068,2,512.5520000000001,1,O=C(CNC(=O)OC1CCCCC1)NCCC1CCNC1=O,MERS_cell_antiviral
CC(C)C(=O)c1c(Nc2ccc(F)cc2F)[nH]c2c(C(F)(F)F)cc(Cl)cc2c1=O,CHEMBL4545243,IC50,130.0,6.886056647693163,1,444.78700000000015,1,O=c1cc(Nc2ccccc2)[nH]c2ccccc12,MERS_cell_antiviral
CC(=O)c1c(Nc2ccc(F)cc2F)[nH]c2c(C(F)(F)F)cc(Cl)cc2c1=O,CHEMBL4554138,IC50,150.0,6.823908740944319,1,416.73300000000006,1,O=c1cc(Nc2ccccc2)[nH]c2ccccc12,MERS_cell_antiviral
CCCCC1CCC(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@H]2CCNC2=O)CC1,CHEMBL5178275,IC50,150.0,6.823908740944319,1,451.6080000000003,1,O=C(CNC(=O)OC1CCCCC1)NCCC1CCNC1=O,MERS_cell_antiviral
N#Cc1cccc(CNc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)c1,CHEMBL4781940,IC50,157.0,6.804100347590766,1,403.8480000000001,1,c1ccc(CNc2ccc3ncnc(Nc4ccccc4)c3c2)cc1,MERS_cell_antiviral
COC(=O)N[C@H](C(=O)N1C[C@H](C(F)(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C(C)(C)C,CHEMBL5591580,EC50,158.0,6.801342913045577,1,489.49500000000023,1,O=C1NCCC1CCNC(=O)C1CCCN1,MERS_cell_antiviral
CC(C)C(=O)c1c(Nc2ccc(F)c(F)c2F)[nH]c2c(Cl)ccc(Cl)c2c1=O,CHEMBL4558866,IC50,166.0,6.779891911959945,1,429.22500000000014,1,O=c1cc(Nc2ccccc2)[nH]c2ccccc12,MERS_cell_antiviral
O=c1nc(NO)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL2178720,EC50,671.0,6.749936674015201,2,259.21799999999996,2,O=c1ncccn1C1CCCO1,MERS_cell_antiviral
CC(C)C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCc1ccccc1,CHEMBL4590737,EC50,4602.3,6.686727170486435,2,532.6410000000003,1,O=C(C=Cc1ccccc1)NCC(=O)NC(CC1CCNC1=O)C(=O)C(=O)NCc1ccccc1,MERS_cell_antiviral
O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCc1ccccc1,CHEMBL3780681,EC50,6702.4,6.595826982129802,2,566.6580000000005,1,O=C(C=Cc1ccccc1)NC(Cc1ccccc1)C(=O)NC(CC1CCNC1=O)C(=O)C(=O)NCc1ccccc1,MERS_cell_antiviral
CCCCC1CCC(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@H]2CCNC2=O)C(O)S(=O)(=O)[O-])CC1,CHEMBL5188945,EC50/IC50,330.0,6.580890389046187,2,532.6800000000002,1,O=C(CNC(=O)OC1CCCCC1)NCCC1CCNC1=O,MERS_cell_antiviral
O=C(/C=C/c1ccccc1)N[C@@H](CC1CCCC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCc1ccccc1,CHEMBL4438019,EC50,5553.5,6.554789490599543,2,558.6790000000003,1,O=C(C=Cc1ccccc1)NC(CC1CCCC1)C(=O)NC(CC1CCNC1=O)C(=O)C(=O)NCc1ccccc1,MERS_cell_antiviral
CC(=O)c1c(Nc2ccc(F)cc2F)[nH]c2c(Cl)cc(Cl)c(Cl)c2c1=O,CHEMBL4565616,IC50,290.0,6.5376020021010435,1,417.6260000000001,1,O=c1cc(Nc2ccccc2)[nH]c2ccccc12,MERS_cell_antiviral
CCN(CC)c1ccc(Oc2ccc(-c3[nH]c4cccc(F)c4c(=O)c3C)cc2F)cc1,CHEMBL4454780,EC50,333.0,6.47755576649368,1,434.48600000000016,1,O=c1cc(-c2ccc(Oc3ccccc3)cc2)[nH]c2ccccc12,MERS_cell_antiviral
CC(C)C[C@H](NC(=O)OC1CCCCC1)C(=O)N[C@H](C=O)C[C@H]1CCNC1=O,CHEMBL5195656,IC50,350.0,6.455931955649724,1,395.5000000000001,1,O=C(CNC(=O)OC1CCCCC1)NCCC1CCNC1=O,MERS_cell_antiviral
O=c1[nH]c(Nc2cc(F)cc(F)c2)nc2cc(Cl)ccc12,CHEMBL4754320,IC50,390.0,6.4089353929735005,1,307.68700000000007,1,O=c1[nH]c(Nc2ccccc2)nc2ccccc12,MERS_cell_antiviral
O=C(/C=C/c1ccccc1)N[C@@H](CC1CCC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCc1ccccc1,CHEMBL4542462,EC50,4910.0,6.353871964321762,2,544.6520000000004,1,O=C(C=Cc1ccccc1)NC(CC1CCC1)C(=O)NC(CC1CCNC1=O)C(=O)C(=O)NCc1ccccc1,MERS_cell_antiviral
Sc1nnc(NNc2ccc(I)cc2)n1NC1C=CCC1,CHEMBL4739915,IC50,470.0,6.327902142064283,1,414.2760000000001,1,C1=CC(Nn2cnnc2NNc2ccccc2)CC1,MERS_cell_antiviral
CC(C)C[C@H](NC(=O)OC1CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-],CHEMBL4208240,EC50,500.0,6.301029995663981,1,577.6770000000004,1,O=C(CNC(=O)OC1CCNCC1)NCCC1CCNC1=O,MERS_cell_antiviral
Sc1nnc(NNc2ccc(Cl)cc2)n1NC1C=CCC1,CHEMBL5274493,IC50,510.0,6.292429823902063,1,322.8250000000001,1,C1=CC(Nn2cnnc2NNc2ccccc2)CC1,MERS_cell_antiviral
CC(=O)c1c(Nc2ccc(F)c(F)c2F)[nH]c2c(F)cc(F)cc2c1=O,CHEMBL4444752,IC50,530.0,6.275724130399211,1,368.261,1,O=c1cc(Nc2ccccc2)[nH]c2ccccc12,MERS_cell_antiviral
CO[C@H]1C[C@@H](C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)N(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C1,CHEMBL5409350,EC50,580.0,6.236572006437063,1,482.57800000000026,1,O=C1NCCC1CCNC(=O)C1CCCN1,MERS_cell_antiviral
O=c1[nH]c(Nc2cc(Cl)cc(Cl)c2)nc2c(Cl)ccc(Cl)c12,CHEMBL4785508,IC50,620.0,6.2076083105017466,1,375.0420000000001,1,O=c1[nH]c(Nc2ccccc2)nc2ccccc12,MERS_cell_antiviral
COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO)cc12,CHEMBL4777223,EC50,700.0,6.154901959985743,1,472.54200000000026,1,O=C(CNC(=O)c1cc2ccccc2[nH]1)NCCC1CCNC1=O,MERS_cell_antiviral
O=c1[nH]c(Nc2cc(F)cc(F)c2)nc2cc(C(F)(F)F)ccc12,CHEMBL4743044,IC50,730.0,6.136677139879544,1,341.23900000000003,1,O=c1[nH]c(Nc2ccccc2)nc2ccccc12,MERS_cell_antiviral
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,CHEMBL3559293,EC50,750.0,6.1249387366083,1,485.5590000000002,1,O=C(CNC(=O)OCc1ccccc1)NCCC1CCNC1=O,MERS_cell_antiviral
CC(=O)c1c(NC(C)C)[nH]c2c(C(F)(F)F)cc(Cl)cc2c1=O,CHEMBL4471536,IC50,770.0,6.113509274827518,1,346.736,1,O=c1cc[nH]c2ccccc12,MERS_cell_antiviral
O=c1[nH]c(Nc2cc(F)cc(F)c2)nc2c(Cl)ccc(Cl)c12,CHEMBL4760783,IC50,790.0,6.102372908709558,1,342.1320000000001,1,O=c1[nH]c(Nc2ccccc2)nc2ccccc12,MERS_cell_antiviral
CC(C)C(=O)c1c(Nc2ccc(F)cc2F)[nH]c2c(F)cc(F)cc2c1=O,CHEMBL4463570,IC50,790.0,6.102372908709558,1,378.3250000000001,1,O=c1cc(Nc2ccccc2)[nH]c2ccccc12,MERS_cell_antiviral
CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,CHEMBL3301622,IC50,807.0,6.09312646527793,1,552.7240000000003,1,c1cc(N2CCC(N3CCNCC3)CC2)ccc1Nc1cncc(NC2CCOCC2)n1,MERS_cell_antiviral
O=c1[nH]c(Nc2cc(F)cc(F)c2)nc2c(Cl)c(Cl)ccc12,CHEMBL4752849,IC50,830.0,6.080921907623926,1,342.1320000000001,1,O=c1[nH]c(Nc2ccccc2)nc2ccccc12,MERS_cell_antiviral
N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL2016757,EC50,860.0,6.0655015487564325,1,291.267,1,c1ncc2ccc(C3CCCO3)n2n1,MERS_cell_antiviral
N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,CHEMBL2016761,EC50,860.0,6.0655015487564325,1,531.2040000000002,1,c1ncc2ccc(C3CCCO3)n2n1,MERS_cell_antiviral
CC(C)(C)Cn1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)nc21,CHEMBL2364626,IC50,873.0,6.0589857562944305,1,420.5360000000002,1,c1ccc(-c2nc[nH]c2-c2ccc3nc[nH]c3n2)cc1,MERS_cell_antiviral
