smiles_std,molecule_chembl_id,standard_type,value_nM,pActivity,n_measurements,MW,n_documents,scaffold,dataset
CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,CHEMBL5563071,Ki,0.025,10.602059991327963,1,537.6610000000003,1,O=C(NCC(=O)N1CC2CC2C1C(=O)NCCC1CCNC1=O)OCc1ccccc1,SARS_Mpro_train
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCCNC1=O)C2(C)C,CHEMBL5574604,Ki,0.04,10.397940008672037,1,513.5610000000003,1,O=C1NCCCC1CCNC(=O)C1NCC2CC21,SARS_Mpro_train
CC(C)(C)[C@H](NC(=O)OCc1cccnc1)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,CHEMBL5569828,Ki,0.09,10.045757490560675,1,538.6490000000002,1,O=C(NCC(=O)N1CC2CC2C1C(=O)NCCC1CCNC1=O)OCc1cccnc1,SARS_Mpro_train
CC(C)(C)[C@H](NC(=O)OCc1cccnc1)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCCNC1=O)C2(C)C,CHEMBL5569267,Ki,0.094,10.0268721464003,1,552.6760000000003,1,O=C(NCC(=O)N1CC2CC2C1C(=O)NCCC1CCCNC1=O)OCc1cccnc1,SARS_Mpro_train
COC(=O)N[C@H](C(=O)N1C[C@H](C(F)(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCCNC1=O)C(C)(C)C,CHEMBL5592467,Ki,0.17,9.769551078621726,1,503.5220000000003,1,O=C1NCCCC1CCNC(=O)C1CCCN1,SARS_Mpro_train
C=CS(=O)(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(Cl)c1)c1cccnc1,CHEMBL5093164,IC50,0.17,9.769551078621726,1,512.0750000000003,1,O=C(NCCc1ccccc1)C(Nc1ccccc1)c1cccnc1,SARS_Mpro_train
CC(C)(C)[C@H](NC(=O)C(Cl)(Cl)Cl)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,CHEMBL5589941,Ki,0.2,9.698970004336019,1,548.8990000000002,1,O=C1NCCC1CCNC(=O)C1NCC2CC21,SARS_Mpro_train
C[C@H](NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1)c1ccccc1,CHEMBL5283942,IC50,0.2,9.698970004336019,1,500.5980000000002,1,O=C(NCc1ccccc1)C(c1ccccc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,SARS_Mpro_train
CO[C@H]1C[C@@H](C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)N(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C1,CHEMBL5409350,IC50,0.24,9.619788758288394,1,482.57800000000026,1,O=C1NCCC1CCNC(=O)C1CCCN1,SARS_Mpro_train
O=C(NCc1ccco1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,CHEMBL5192350,IC50,0.35,9.455931955649724,1,492.3190000000002,1,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccccc1,SARS_Mpro_train
Cn1cnc(Cn2c(=O)[nH]/c(=N\c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,CHEMBL5183847,IC50,5.0065,9.443028323846582,2,531.8860000000001,2,O=c1[nH]c(=Nc2ccc3n[nH]cc3c2)n(Cc2ccccc2)c(=O)n1Cc1nc[nH]n1,SARS_Mpro_train
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)NC(C=O)C[C@@H]1CCNC1=O,CHEMBL5563979,IC50,0.3981,9.400007822415901,1,568.6460000000002,1,O=C(CNC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)NCCC1CCNC1=O,SARS_Mpro_train
O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,CHEMBL5204987,IC50,0.4,9.397940008672037,1,508.38700000000017,1,O=C(NCc1cccs1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccccc1,SARS_Mpro_train
O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cccnc2)CCN1c1ccc(Cl)c(Cl)c1,CHEMBL5174111,IC50,0.4,9.397940008672037,1,475.4010000000002,1,O=C(NCc1cccs1)C1CN(C(=O)c2cccnc2)CCN1c1ccccc1,SARS_Mpro_train
O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cncc3ccccc23)CCN1c1ccc(Cl)c(Cl)c1,CHEMBL5188502,IC50,0.44,9.356547323513812,1,525.4610000000002,1,O=C(NCc1cccs1)C1CN(C(=O)c2cncc3ccccc23)CCN1c1ccccc1,SARS_Mpro_train
O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,CHEMBL5188908,IC50,0.44,9.356547323513812,1,522.4140000000002,1,O=C(NCc1cccs1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccccc1,SARS_Mpro_train
CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@@H](C)C[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CHEMBL5401358,IC50,0.47,9.327902142064282,1,466.57900000000024,1,O=C1NCCC1CCNC(=O)C1CCCN1,SARS_Mpro_train
O=C(NCc1ccco1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,CHEMBL5188982,IC50,0.48,9.318758762624412,1,506.34600000000023,1,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccccc1,SARS_Mpro_train
CC(C)(C)[C@H](NC(=O)OCc1ccncc1)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,CHEMBL5594793,Ki,0.49,9.309803919971486,1,538.6490000000002,1,O=C(NCC(=O)N1CC2CC2C1C(=O)NCCC1CCNC1=O)OCc1ccncc1,SARS_Mpro_train
O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,CHEMBL5181886,IC50,0.59,9.229147988357855,1,506.34600000000023,1,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccccc1,SARS_Mpro_train
O=C(NCc1cccs1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,CHEMBL5172248,IC50,0.61,9.214670164989233,1,508.38700000000017,1,O=C(NCc1cccs1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccccc1,SARS_Mpro_train
COC(=O)N[C@H](C(=O)N1C[C@H](OC(F)(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C(C)(C)C,CHEMBL5592186,Ki,0.63,9.200659450546418,1,505.49400000000026,1,O=C1NCCC1CCNC(=O)C1CCCN1,SARS_Mpro_train
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CHEMBL5405842,IC50,0.7,9.154901959985743,1,468.59500000000025,1,O=C1CCCN1,SARS_Mpro_train
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H](OC(F)(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,CHEMBL5592632,Ki,0.71,9.148741651280925,1,543.4650000000003,1,O=C1NCCC1CCNC(=O)C1CCCN1,SARS_Mpro_train
O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,CHEMBL5201620,IC50,0.79,9.102372908709558,1,492.3190000000002,1,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccccc1,SARS_Mpro_train
CC(C)(C)[C@H](NS(C)(=O)=O)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,CHEMBL6166999,Ki,1.0,9.0,1,481.61900000000026,1,O=C1NCCC1CCNC(=O)C1NCC2CC21,SARS_Mpro_train
CC(C)(C)[C@H](NC(=O)C(Cl)(Cl)Cl)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCCNC1=O)C2(C)C,CHEMBL5590149,Ki,1.1,8.958607314841775,1,562.9260000000002,1,O=C1NCCCC1CCNC(=O)C1NCC2CC21,SARS_Mpro_train
COC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,CHEMBL5088846,Ki,1.12,8.950781977329818,3,461.56300000000033,3,O=C1NCCC1CCNC(=O)C1NCC2CC21,SARS_Mpro_train
COC(=O)N[C@H](C(=O)N1C[C@H](C(F)(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCCNC1=O)C(C)C,CHEMBL5590130,Ki,1.13,8.94692155651658,1,489.49500000000023,1,O=C1NCCCC1CCNC(=O)C1CCCN1,SARS_Mpro_train
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)NC(C=O)CC1CCCO1,CHEMBL5567825,IC50,1.259,8.899974269892137,1,555.6470000000002,1,O=C(CNC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)NCCC1CCCO1,SARS_Mpro_train
O[C@@H]([C@H](O)[C@H](Cc1ccccc1)NCc1ccccc1)[C@H](Cc1ccccc1)NCc1ccccc1,CHEMBL5279338,Ki,1.5,8.823908740944319,1,480.6520000000002,1,c1ccc(CNC(CCC(Cc2ccccc2)NCc2ccccc2)Cc2ccccc2)cc1,SARS_Mpro_train
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)N[C@H](/C=C1\CCOC1=O)C[C@@H]1CCNC1=O,CHEMBL5563746,IC50,1.585,8.79997073344623,1,636.7210000000001,1,O=C(CNC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)NC(C=C1CCOC1=O)CC1CCNC1=O,SARS_Mpro_train
CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,CHEMBL5178656,Ki,3.72,8.755724641749778,2,445.56400000000036,2,O=C1NCCC1CCNC(=O)C1NCC2CC21,SARS_Mpro_train
CN1CCN(c2ccccc2N)CC1,CHEMBL1879790,IC50,1.81,8.742321425130816,1,191.27799999999993,1,c1ccc(N2CCNCC2)cc1,SARS_Mpro_train
COc1ccc(F)c2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)cc12,CHEMBL5797422,Ki,2.0,8.698970004336019,1,457.50600000000026,1,O=C(CNC(=O)c1cc2ccccc2[nH]1)NCCC1CCNC1=O,SARS_Mpro_train
NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1)C(=O)CCl,CHEMBL5208244,IC50,2.0,8.698970004336019,1,475.9770000000002,1,O=C(NCCC1CCCCC1)c1cc2ccccc2[nH]1,SARS_Mpro_train
NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)[C@H](F)Cl,CHEMBL5169690,IC50,2.0,8.698970004336019,1,484.95600000000013,1,O=C(NCCC1CCCCC1)OCc1ccccc1,SARS_Mpro_train
COC(=O)N[C@H](C(=O)N1C[C@H](C(F)(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C(C)(C)C,CHEMBL5591580,Ki,2.48,8.605548319173783,1,489.49500000000023,1,O=C1NCCC1CCNC(=O)C1CCCN1,SARS_Mpro_train
CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@H](OC(C)(C)C)C[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CHEMBL5402990,IC50,2.5,8.602059991327963,1,524.6590000000003,1,O=C1NCCC1CCNC(=O)C1CCCN1,SARS_Mpro_train
CN1C(=O)[C@H](Cc2ccccc2)N(C(=O)CNC(=O)c2cccs2)CCCOc2c(Cl)cccc2CN1C#N,CHEMBL5559068,IC50/Ki,2.645,8.581521631470224,2,566.0830000000001,1,O=C(NCC(=O)N1CCCOc2ccccc2CNNC(=O)C1Cc1ccccc1)c1cccs1,SARS_Mpro_train
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H](OC(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,CHEMBL5595506,Ki,2.83,8.54821356447571,1,525.4750000000003,1,O=C1NCCC1CCNC(=O)C1CCCN1,SARS_Mpro_train
O=C(NCc1ccco1)[C@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,CHEMBL5180494,IC50,2.98,8.525783735923746,1,492.3190000000002,1,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccccc1,SARS_Mpro_train
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CC(O)NC1=O)C2(C)C,CHEMBL6021073,Ki,3.0,8.522878745280337,1,515.5330000000002,1,O=C1NCCC1CCNC(=O)C1NCC2CC21,SARS_Mpro_train
CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)C(F)Cl,CHEMBL5412571,IC50,3.0,8.522878745280337,1,497.9300000000003,1,O=C(CNC(=O)c1cc2ccccc2[nH]1)NNCC1CCNC1=O,SARS_Mpro_train
CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)CCl,CHEMBL5205478,IC50,3.0,8.522878745280337,1,461.9500000000003,1,O=C(CNC(=O)c1cc2ccccc2[nH]1)NNCC1CCNC1=O,SARS_Mpro_train
CC(C)(CO)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,CHEMBL5898819,Ki,3.0,8.522878745280337,1,515.5330000000002,1,O=C1NCCC1CCNC(=O)C1NCC2CC21,SARS_Mpro_train
COC(=O)N[C@H](C(=O)N(C(=O)[C@@H]1C[C@@H](C(F)(F)F)CN1)[C@H](C#N)C[C@@H]1CCNC1=O)C(C)(C)C,CHEMBL5742743,Ki,3.0,8.522878745280337,1,489.4950000000003,1,O=C1NCCC1CCNC(=O)C1CCCN1,SARS_Mpro_train
CC(C)(C)[C@@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,CHEMBL5432119,Ki,3.11,8.507239610973162,1,499.5340000000003,1,O=C1NCCC1CCNC(=O)C1NCC2CC21,SARS_Mpro_train
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1F,CHEMBL5562367,IC50,3.162,8.500038134403809,1,579.6440000000003,1,O=C(CNC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)NCCc1ccccc1,SARS_Mpro_train
CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,CHEMBL5563277,Ki,3.3,8.481486060122112,1,502.6600000000003,1,O=C1NCCC1CCNC(=O)C1NCC2CC21,SARS_Mpro_train
CC(C)(C)[C@H](NC(=O)CC(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,CHEMBL6174349,Ki,3.4,8.468521082957745,1,513.5610000000003,1,O=C1NCCC1CCNC(=O)C1NCC2CC21,SARS_Mpro_train
COC(=O)N[C@H](C(=O)N1C[C@H](OC(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C(C)(C)C,CHEMBL5590851,Ki,3.88,8.411168274405792,1,487.50400000000025,1,O=C1NCCC1CCNC(=O)C1CCCN1,SARS_Mpro_train
Cc1ccc(CC(=O)N[C@H](C(=O)N2C[C@H](C(F)(F)F)C[C@H]2C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)C(C)(C)C)cc1,CHEMBL5766601,Ki,4.0,8.397940008672037,1,563.6210000000003,1,O=C(Cc1ccccc1)NCC(=O)N1CCCC1C(=O)NCCC1CCNC1=O,SARS_Mpro_train
COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO)cc12,CHEMBL4777223,IC50/Ki,4.0,8.397940008672037,13,472.54200000000026,11,O=C(CNC(=O)c1cc2ccccc2[nH]1)NCCC1CCNC1=O,SARS_Mpro_train
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CC(=O)NC1=O)C2(C)C,CHEMBL5958071,Ki,4.0,8.397940008672037,1,513.5170000000003,1,O=C1CC(CCNC(=O)C2NCC3CC32)C(=O)N1,SARS_Mpro_train
COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3cccnc3)cc12,CHEMBL5190876,IC50,4.0,8.397940008672037,1,591.6650000000003,1,O=C(CNC(=O)c1cc2ccccc2[nH]1)NC(CC1CCCNC1=O)C(=O)COC(=O)c1cccnc1,SARS_Mpro_train
CN(C(=O)[C@H](Cc1cccc(F)c1)NC(=O)[C@@H](NC(=O)c1cccs1)C(C)(C)C)N(C#N)Cc1cccc(Cl)c1F,CHEMBL5549898,IC50,4.0,8.397940008672037,1,602.1070000000003,1,O=C(CNC(=O)c1cccs1)NC(Cc1ccccc1)C(=O)NNCc1ccccc1,SARS_Mpro_train
CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CHEMBL5395225,IC50/Ki,4.1,8.397940008672037,2,492.61700000000025,1,O=C1NCCC1CCNC(=O)C1NCC2CCCC21,SARS_Mpro_train
Cc1cc(C(=O)N[C@@H](CC2CCCCC2)C(=O)NN(CCC(N)=O)C(=O)CCl)no1,CHEMBL5186059,IC50,4.0,8.397940008672037,1,441.9160000000002,1,O=C(NCCC1CCCCC1)c1ccon1,SARS_Mpro_train
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N(C(=O)[C@@H]1C[C@@H](C(F)(F)F)CN1)[C@H](C#N)C[C@@H]1CCNC1=O,CHEMBL5958790,Ki,4.0,8.397940008672037,1,527.4660000000002,1,O=C1NCCC1CCNC(=O)C1CCCN1,SARS_Mpro_train
Cn1cc2cc(Nc3nc(=O)n(Cc4cc5ccsc5[nH]c4=O)c(=O)n3Cc3cc(F)c(F)c(F)c3)c(Cl)cc2n1,CHEMBL5197155,IC50,4.0,8.397940008672037,1,599.9820000000001,1,O=c1[nH]c2sccc2cc1Cn1c(=O)nc(Nc2ccc3n[nH]cc3c2)n(Cc2ccccc2)c1=O,SARS_Mpro_train
CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)CCl,CHEMBL5182106,IC50,4.0,8.397940008672037,1,461.9500000000003,1,O=C(CNC(=O)c1cc2ccccc2[nH]1)NNCC1CCNC1=O,SARS_Mpro_train
Cn1cnc(CN2C(=O)NC(Nc3cc4cn(C)nc4cc3Cl)N(Cc3cc(F)c(F)cc3F)C2=O)n1,CHEMBL6145506,IC50/Ki,9.0,8.384775539310862,2,533.9020000000002,1,O=C1NC(Nc2ccc3n[nH]cc3c2)N(Cc2ccccc2)C(=O)N1Cc1nc[nH]n1,SARS_Mpro_train
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H](C(F)(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,CHEMBL5090635,Ki,4.46,8.350665141287859,1,527.4660000000002,1,O=C1NCCC1CCNC(=O)C1CCCN1,SARS_Mpro_train
COC(=O)N[C@@H]1C(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@H](C#N)C[C@@H]2C[C@@H](CCCCC1(C)C)NC2=O)C3(C)C,CHEMBL6082927,IC50,4.6,8.337242168318426,1,501.62800000000044,1,O=C1NC2CCCCCCC(=O)N3CC4CC4C3C(=O)NCCC1C2,SARS_Mpro_train
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CHEMBL5205477,IC50,4.8,8.318758762624412,1,500.59600000000034,1,O=C(CNC(=O)OCc1ccccc1)NC(CC1CC1)C(=O)NCCC1CCNC1=O,SARS_Mpro_train
CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)[C@H](F)Cl,CHEMBL5179611,IC50,4.8,8.318758762624412,1,497.9300000000003,1,O=C(CNC(=O)c1cc2ccccc2[nH]1)NNCC1CCNC1=O,SARS_Mpro_train
COC[C@H]1C/C=C/CCNc2cncc(c2)C(=O)N2CC3(CC3)C[C@@H]2CC(=O)N[C@H](Cc2ccc(Cl)cc2)C(=O)N1,CHEMBL6149005,IC50,5.0,8.301029995663981,1,580.1290000000004,1,O=C1CC2CC3(CC3)CN2C(=O)c2cncc(c2)NCCC=CCCNC(=O)C(Cc2ccccc2)N1,SARS_Mpro_train
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CC1CCCNC1=O)C(=O)CCl,CHEMBL5173143,IC50,5.0,8.301029995663981,1,466.96600000000024,1,O=C(CNC(=O)OCc1ccccc1)NNCC1CCCNC1=O,SARS_Mpro_train
Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(Cl)c(F)c(Cl)c3)c2=O)n1,CHEMBL5206128,IC50,5.0,8.301029995663981,1,564.7960000000002,1,O=c1nc(Nc2ccc3n[nH]cc3c2)n(Cc2ccccc2)c(=O)n1Cc1nc[nH]n1,SARS_Mpro_train
Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(Cl)c(F)cc3F)c2=O)n1,CHEMBL5188818,IC50,5.0,8.301029995663981,1,548.3410000000001,1,O=c1nc(Nc2ccc3n[nH]cc3c2)n(Cc2ccccc2)c(=O)n1Cc1nc[nH]n1,SARS_Mpro_train
COc1ccc(F)c2[nH]c(C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)cc12,CHEMBL5773655,Ki,5.0,8.301029995663981,1,471.53300000000024,1,O=C(CNC(=O)c1cc2ccccc2[nH]1)NCCC1CCNC1=O,SARS_Mpro_train
CNC(=O)[C@H]1CCCCCNc2cncc(c2)C(=O)N2CC3(CC3)C[C@@H]2CC(=O)N(C)[C@H](Cc2ccc(Cl)cc2Cl)C(=O)N1,CHEMBL6103524,IC50,5.0,8.301029995663981,1,643.6160000000004,1,O=C1CC2CC3(CC3)CN2C(=O)c2cncc(c2)NCCCCCCNC(=O)C(Cc2ccccc2)N1,SARS_Mpro_train
CNC(=O)C(=O)[C@H](CCC(C)(F)F)NC(=O)C1C2CC(C)(C)C2CN1C(=O)[C@@H](NC(=O)OC)C(C)(C)C,CHEMBL5418521,IC50,5.0,8.301029995663981,1,530.6130000000003,1,C1CC2CNCC12,SARS_Mpro_train
COC[C@H]1CCCCCNc2cncc(c2)C(=O)N2CC3(CC3)C[C@@H]2CC(=O)N[C@H](Cc2ccc(Cl)cc2)C(=O)N1,CHEMBL6145932,IC50,5.0,8.301029995663981,1,582.1450000000004,1,O=C1CC2CC3(CC3)CN2C(=O)c2cncc(c2)NCCCCCCNC(=O)C(Cc2ccccc2)N1,SARS_Mpro_train
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccco1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CHEMBL5189578,IC50,5.2,8.2839966563652,1,526.5900000000003,1,O=C(CNC(=O)OCc1ccccc1)NC(Cc1ccco1)C(=O)NCCC1CCNC1=O,SARS_Mpro_train
CC(OC(C)(C)C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CHEMBL5427494,IC50,5.3,8.275724130399212,1,510.63200000000035,1,O=C1NCCC1CCNC(=O)C1CCCN1,SARS_Mpro_train
CNC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,CHEMBL5084811,Ki,5.49,8.260427655549908,3,460.57900000000035,3,O=C1NCCC1CCNC(=O)C1NCC2CC21,SARS_Mpro_train
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@H](F)Cl,CHEMBL5397099,IC50,6.0,8.221848749616356,1,569.9840000000004,1,O=C1NCCC1CNNC(=O)C1NCC2CCCC21,SARS_Mpro_train
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NN(C[C@@H]1CCNC1=O)C(=O)CCl)C2(C)C,CHEMBL5421881,IC50,6.0,8.221848749616356,1,551.9940000000001,1,O=C1NCCC1CNNC(=O)C1NCC2CC21,SARS_Mpro_train
CC[C@H](C)[C@H](NC(=O)C(F)(F)C(F)(F)F)C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@H](F)Cl,CHEMBL5430055,IC50,6.0,8.221848749616356,1,619.9910000000003,1,O=C1NCCC1CNNC(=O)C1NCC2CCCC21,SARS_Mpro_train
Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)c1,CHEMBL5177083,IC50,6.0,8.221848749616356,1,530.8980000000001,1,O=c1nc(Nc2ccc3n[nH]cc3c2)n(Cc2ccccc2)c(=O)n1Cc1c[nH]cn1,SARS_Mpro_train
