cell_line,drug,conc,shard,key,extracted
AsPC-1,Mozavaptan,5.0,279,AsPC-1	Mozavaptan	5.0,True
AsPC-1,Nevirapine,5.0,279,AsPC-1	Nevirapine	5.0,True
AsPC-1,Pemetrexed,5.0,279,AsPC-1	Pemetrexed	5.0,True
AsPC-1,Pitavastatin (Calcium),5.0,279,AsPC-1	Pitavastatin (Calcium)	5.0,True
AsPC-1,Pravastatin (sodium),5.0,279,AsPC-1	Pravastatin (sodium)	5.0,True
AsPC-1,Rifaximin,5.0,279,AsPC-1	Rifaximin	5.0,True
AsPC-1,Sivelestat (sodium tetrahydrate),5.0,280,AsPC-1	Sivelestat (sodium tetrahydrate)	5.0,True
AsPC-1,Aprepitant,0.05,280,AsPC-1	Aprepitant	0.05,True
AsPC-1,Benztropine (mesylate),0.05,280,AsPC-1	Benztropine (mesylate)	0.05,True
AsPC-1,Econazole,0.05,280,AsPC-1	Econazole	0.05,True
AsPC-1,Estrone sulfate (potassium),0.05,280,AsPC-1	Estrone sulfate (potassium)	0.05,True
AsPC-1,Fulvestrant,0.05,280,AsPC-1	Fulvestrant	0.05,True
AsPC-1,Idoxuridine,0.05,280,AsPC-1	Idoxuridine	0.05,True
AsPC-1,Loperamide (hydrochloride),0.05,281,AsPC-1	Loperamide (hydrochloride)	0.05,True
AsPC-1,Lopinavir,0.05,281,AsPC-1	Lopinavir	0.05,True
AsPC-1,Neratinib,0.05,281,AsPC-1	Neratinib	0.05,True
AsPC-1,Osimertinib (mesylate),0.05,281,AsPC-1	Osimertinib (mesylate)	0.05,True
AsPC-1,Pentoxifylline,0.05,281,AsPC-1	Pentoxifylline	0.05,True
AsPC-1,Talc,0.05,281,AsPC-1	Talc	0.05,True
AsPC-1,Tirabrutinib (hydrochloride),0.05,281,AsPC-1	Tirabrutinib (hydrochloride)	0.05,True
AsPC-1,Aprepitant,0.5,281,AsPC-1	Aprepitant	0.5,True
AsPC-1,Benztropine (mesylate),0.5,281,AsPC-1	Benztropine (mesylate)	0.5,True
AsPC-1,Econazole,0.5,282,AsPC-1	Econazole	0.5,True
AsPC-1,Estrone sulfate (potassium),0.5,282,AsPC-1	Estrone sulfate (potassium)	0.5,True
AsPC-1,Fulvestrant,0.5,282,AsPC-1	Fulvestrant	0.5,True
AsPC-1,Idoxuridine,0.5,282,AsPC-1	Idoxuridine	0.5,True
AsPC-1,Loperamide (hydrochloride),0.5,282,AsPC-1	Loperamide (hydrochloride)	0.5,True
AsPC-1,Lopinavir,0.5,282,AsPC-1	Lopinavir	0.5,True
AsPC-1,Neratinib,0.5,282,AsPC-1	Neratinib	0.5,True
AsPC-1,Osimertinib (mesylate),0.5,282,AsPC-1	Osimertinib (mesylate)	0.5,True
AsPC-1,Pentoxifylline,0.5,282,AsPC-1	Pentoxifylline	0.5,True
AsPC-1,Talc,0.5,282,AsPC-1	Talc	0.5,True
AsPC-1,Tirabrutinib (hydrochloride),0.5,283,AsPC-1	Tirabrutinib (hydrochloride)	0.5,True
AsPC-1,Aprepitant,5.0,283,AsPC-1	Aprepitant	5.0,True
AsPC-1,Benztropine (mesylate),5.0,283,AsPC-1	Benztropine (mesylate)	5.0,True
AsPC-1,Econazole,5.0,283,AsPC-1	Econazole	5.0,True
AsPC-1,Estrone sulfate (potassium),5.0,283,AsPC-1	Estrone sulfate (potassium)	5.0,True
AsPC-1,Fulvestrant,5.0,283,AsPC-1	Fulvestrant	5.0,True
AsPC-1,Idoxuridine,5.0,283,AsPC-1	Idoxuridine	5.0,True
AsPC-1,Loperamide (hydrochloride),5.0,284,AsPC-1	Loperamide (hydrochloride)	5.0,True
AsPC-1,Lopinavir,5.0,284,AsPC-1	Lopinavir	5.0,True
AsPC-1,Neratinib,5.0,284,AsPC-1	Neratinib	5.0,True
AsPC-1,Osimertinib (mesylate),5.0,284,AsPC-1	Osimertinib (mesylate)	5.0,True
AsPC-1,Pentoxifylline,5.0,284,AsPC-1	Pentoxifylline	5.0,True
AsPC-1,Talc,5.0,284,AsPC-1	Talc	5.0,True
AsPC-1,Tirabrutinib (hydrochloride),5.0,284,AsPC-1	Tirabrutinib (hydrochloride)	5.0,True
AsPC-1,Carbidopa (monohydrate),0.05,284,AsPC-1	Carbidopa (monohydrate)	0.05,True
AsPC-1,Carbidopa (monohydrate),0.5,284,AsPC-1	Carbidopa (monohydrate)	0.5,True
AsPC-1,Carbidopa (monohydrate),5.0,284,AsPC-1	Carbidopa (monohydrate)	5.0,True
AsPC-1,Larotrectinib sulfate,0.05,285,AsPC-1	Larotrectinib sulfate	0.05,True
AsPC-1,Larotrectinib sulfate,0.5,285,AsPC-1	Larotrectinib sulfate	0.5,True
AsPC-1,Larotrectinib sulfate,5.0,285,AsPC-1	Larotrectinib sulfate	5.0,True
AsPC-1,Ralimetinib dimesylate,0.05,285,AsPC-1	Ralimetinib dimesylate	0.05,True
AsPC-1,Ribociclib,0.05,285,AsPC-1	Ribociclib	0.05,True
AsPC-1,Ribociclib,0.5,285,AsPC-1	Ribociclib	0.5,True
AsPC-1,Ribociclib,5.0,285,AsPC-1	Ribociclib	5.0,True
Hs 766T,BI-3406,0.05,287,Hs 766T	BI-3406	0.05,True
Hs 766T,Bortezomib,0.05,287,Hs 766T	Bortezomib	0.05,True
Hs 766T,Celecoxib,0.05,288,Hs 766T	Celecoxib	0.05,True
Hs 766T,DT-061,0.05,288,Hs 766T	DT-061	0.05,True
Hs 766T,Everolimus,0.05,288,Hs 766T	Everolimus	0.05,True
Hs 766T,GSK1059615,0.05,288,Hs 766T	GSK1059615	0.05,True
Hs 766T,Gemcitabine,0.05,288,Hs 766T	Gemcitabine	0.05,True
Hs 766T,Hydroxyfasudil,0.05,288,Hs 766T	Hydroxyfasudil	0.05,True
Hs 766T,IQ 1,0.05,288,Hs 766T	IQ 1	0.05,True
Hs 766T,LJI308,0.05,288,Hs 766T	LJI308	0.05,True
Hs 766T,PH-797804,0.05,288,Hs 766T	PH-797804	0.05,True
Hs 766T,BI-3406,0.5,289,Hs 766T	BI-3406	0.5,True
Hs 766T,Bortezomib,0.5,289,Hs 766T	Bortezomib	0.5,True
Hs 766T,Celecoxib,0.5,289,Hs 766T	Celecoxib	0.5,True
Hs 766T,DT-061,0.5,289,Hs 766T	DT-061	0.5,True
Hs 766T,Everolimus,0.5,289,Hs 766T	Everolimus	0.5,True
Hs 766T,GSK1059615,0.5,289,Hs 766T	GSK1059615	0.5,True
Hs 766T,Gemcitabine,0.5,289,Hs 766T	Gemcitabine	0.5,True
Hs 766T,Hydroxyfasudil,0.5,289,Hs 766T	Hydroxyfasudil	0.5,True
Hs 766T,IQ 1,0.5,289,Hs 766T	IQ 1	0.5,True
Hs 766T,LJI308,0.5,289,Hs 766T	LJI308	0.5,True
Hs 766T,PH-797804,0.5,289,Hs 766T	PH-797804	0.5,True
Hs 766T,Ralimetinib dimesylate,0.5,290,Hs 766T	Ralimetinib dimesylate	0.5,True
Hs 766T,BI-3406,5.0,290,Hs 766T	BI-3406	5.0,True
Hs 766T,Bortezomib,5.0,290,Hs 766T	Bortezomib	5.0,True
Hs 766T,Celecoxib,5.0,290,Hs 766T	Celecoxib	5.0,True
Hs 766T,DT-061,5.0,290,Hs 766T	DT-061	5.0,True
Hs 766T,Everolimus,5.0,290,Hs 766T	Everolimus	5.0,True
Hs 766T,GSK1059615,5.0,291,Hs 766T	GSK1059615	5.0,True
Hs 766T,Gemcitabine,5.0,291,Hs 766T	Gemcitabine	5.0,True
Hs 766T,Hydroxyfasudil,5.0,291,Hs 766T	Hydroxyfasudil	5.0,True
Hs 766T,IQ 1,5.0,291,Hs 766T	IQ 1	5.0,True
Hs 766T,LJI308,5.0,291,Hs 766T	LJI308	5.0,True
Hs 766T,PH-797804,5.0,291,Hs 766T	PH-797804	5.0,True
Hs 766T,Ralimetinib dimesylate,5.0,291,Hs 766T	Ralimetinib dimesylate	5.0,True
Hs 766T,Allantoin,0.05,291,Hs 766T	Allantoin	0.05,True
Hs 766T,Amsacrine,0.05,292,Hs 766T	Amsacrine	0.05,True
Hs 766T,Anethole trithione,0.05,292,Hs 766T	Anethole trithione	0.05,True
Hs 766T,Bimatoprost,0.05,292,Hs 766T	Bimatoprost	0.05,True
Hs 766T,Elagolix sodium,0.05,292,Hs 766T	Elagolix sodium	0.05,True
Hs 766T,Furosemide,0.05,292,Hs 766T	Furosemide	0.05,True
Hs 766T,Megestrol,0.05,292,Hs 766T	Megestrol	0.05,True
Hs 766T,Pentamidine (isethionate),0.05,292,Hs 766T	Pentamidine (isethionate)	0.05,True
Hs 766T,Quinestrol,0.05,292,Hs 766T	Quinestrol	0.05,True
Hs 766T,Rapamycin,0.05,292,Hs 766T	Rapamycin	0.05,True
Hs 766T,S-Adenosyl-L-methionine (disulfate tosylate),0.05,293,Hs 766T	S-Adenosyl-L-methionine (disulfate tosylate)	0.05,True
Hs 766T,Terfenadine,0.05,293,Hs 766T	Terfenadine	0.05,True
Hs 766T,Allantoin,0.5,293,Hs 766T	Allantoin	0.5,True
Hs 766T,Amsacrine,0.5,293,Hs 766T	Amsacrine	0.5,True
Hs 766T,Anethole trithione,0.5,293,Hs 766T	Anethole trithione	0.5,True
Hs 766T,Bimatoprost,0.5,293,Hs 766T	Bimatoprost	0.5,True
Hs 766T,Elagolix sodium,0.5,293,Hs 766T	Elagolix sodium	0.5,True
Hs 766T,Furosemide,0.5,293,Hs 766T	Furosemide	0.5,True
Hs 766T,Megestrol,0.5,294,Hs 766T	Megestrol	0.5,True
Hs 766T,Pentamidine (isethionate),0.5,294,Hs 766T	Pentamidine (isethionate)	0.5,True
Hs 766T,Quinestrol,0.5,294,Hs 766T	Quinestrol	0.5,True
Hs 766T,Rapamycin,0.5,294,Hs 766T	Rapamycin	0.5,True
Hs 766T,S-Adenosyl-L-methionine (disulfate tosylate),0.5,294,Hs 766T	S-Adenosyl-L-methionine (disulfate tosylate)	0.5,True
Hs 766T,Terfenadine,0.5,294,Hs 766T	Terfenadine	0.5,True
Hs 766T,Allantoin,5.0,294,Hs 766T	Allantoin	5.0,True
Hs 766T,Amsacrine,5.0,294,Hs 766T	Amsacrine	5.0,True
Hs 766T,Anethole trithione,5.0,295,Hs 766T	Anethole trithione	5.0,True
Hs 766T,Bimatoprost,5.0,295,Hs 766T	Bimatoprost	5.0,True
Hs 766T,Elagolix sodium,5.0,295,Hs 766T	Elagolix sodium	5.0,True
Hs 766T,Furosemide,5.0,295,Hs 766T	Furosemide	5.0,True
Hs 766T,Megestrol,5.0,295,Hs 766T	Megestrol	5.0,True
Hs 766T,Pentamidine (isethionate),5.0,295,Hs 766T	Pentamidine (isethionate)	5.0,True
Hs 766T,Quinestrol,5.0,295,Hs 766T	Quinestrol	5.0,True
Hs 766T,Rapamycin,5.0,295,Hs 766T	Rapamycin	5.0,True
Hs 766T,S-Adenosyl-L-methionine (disulfate tosylate),5.0,295,Hs 766T	S-Adenosyl-L-methionine (disulfate tosylate)	5.0,True
Hs 766T,Terfenadine,5.0,296,Hs 766T	Terfenadine	5.0,True
Hs 766T,Altretamine,0.05,296,Hs 766T	Altretamine	0.05,True
Hs 766T,Betamethasone dipropionate,0.05,296,Hs 766T	Betamethasone dipropionate	0.05,True
Hs 766T,Fenofibrate,0.05,296,Hs 766T	Fenofibrate	0.05,True
Hs 766T,Mozavaptan,0.05,297,Hs 766T	Mozavaptan	0.05,True
Hs 766T,Nevirapine,0.05,297,Hs 766T	Nevirapine	0.05,True
Hs 766T,Pemetrexed,0.05,297,Hs 766T	Pemetrexed	0.05,True
Hs 766T,Pitavastatin (Calcium),0.05,297,Hs 766T	Pitavastatin (Calcium)	0.05,True
Hs 766T,Pravastatin (sodium),0.05,297,Hs 766T	Pravastatin (sodium)	0.05,True
Hs 766T,Rifaximin,0.05,297,Hs 766T	Rifaximin	0.05,True
Hs 766T,Sivelestat (sodium tetrahydrate),0.05,297,Hs 766T	Sivelestat (sodium tetrahydrate)	0.05,True
Hs 766T,Altretamine,0.5,297,Hs 766T	Altretamine	0.5,True
Hs 766T,Betamethasone dipropionate,0.5,297,Hs 766T	Betamethasone dipropionate	0.5,True
Hs 766T,Fenofibrate,0.5,298,Hs 766T	Fenofibrate	0.5,True
Hs 766T,Mozavaptan,0.5,298,Hs 766T	Mozavaptan	0.5,True
Hs 766T,Nevirapine,0.5,298,Hs 766T	Nevirapine	0.5,True
Hs 766T,Pemetrexed,0.5,298,Hs 766T	Pemetrexed	0.5,True
Hs 766T,Pitavastatin (Calcium),0.5,298,Hs 766T	Pitavastatin (Calcium)	0.5,True
Hs 766T,Pravastatin (sodium),0.5,298,Hs 766T	Pravastatin (sodium)	0.5,True
Hs 766T,Rifaximin,0.5,298,Hs 766T	Rifaximin	0.5,True
Hs 766T,Sivelestat (sodium tetrahydrate),0.5,299,Hs 766T	Sivelestat (sodium tetrahydrate)	0.5,True
Hs 766T,Altretamine,5.0,299,Hs 766T	Altretamine	5.0,True
Hs 766T,Betamethasone dipropionate,5.0,299,Hs 766T	Betamethasone dipropionate	5.0,True
Hs 766T,Fenofibrate,5.0,299,Hs 766T	Fenofibrate	5.0,True
Hs 766T,Mozavaptan,5.0,300,Hs 766T	Mozavaptan	5.0,True
Hs 766T,Nevirapine,5.0,300,Hs 766T	Nevirapine	5.0,True
Hs 766T,Pemetrexed,5.0,300,Hs 766T	Pemetrexed	5.0,True
Hs 766T,Pitavastatin (Calcium),5.0,300,Hs 766T	Pitavastatin (Calcium)	5.0,True
Hs 766T,Pravastatin (sodium),5.0,300,Hs 766T	Pravastatin (sodium)	5.0,True
Hs 766T,Rifaximin,5.0,300,Hs 766T	Rifaximin	5.0,True
Hs 766T,Sivelestat (sodium tetrahydrate),5.0,300,Hs 766T	Sivelestat (sodium tetrahydrate)	5.0,True
Hs 766T,Aprepitant,0.05,300,Hs 766T	Aprepitant	0.05,True
Hs 766T,Benztropine (mesylate),0.05,300,Hs 766T	Benztropine (mesylate)	0.05,True
Hs 766T,Econazole,0.05,301,Hs 766T	Econazole	0.05,True
Hs 766T,Estrone sulfate (potassium),0.05,301,Hs 766T	Estrone sulfate (potassium)	0.05,True
Hs 766T,Fulvestrant,0.05,301,Hs 766T	Fulvestrant	0.05,True
Hs 766T,Idoxuridine,0.05,301,Hs 766T	Idoxuridine	0.05,True
Hs 766T,Loperamide (hydrochloride),0.05,301,Hs 766T	Loperamide (hydrochloride)	0.05,True
Hs 766T,Lopinavir,0.05,301,Hs 766T	Lopinavir	0.05,True
Hs 766T,Neratinib,0.05,301,Hs 766T	Neratinib	0.05,True
Hs 766T,Osimertinib (mesylate),0.05,301,Hs 766T	Osimertinib (mesylate)	0.05,True
Hs 766T,Pentoxifylline,0.05,301,Hs 766T	Pentoxifylline	0.05,True
Hs 766T,Talc,0.05,302,Hs 766T	Talc	0.05,True
Hs 766T,Tirabrutinib (hydrochloride),0.05,302,Hs 766T	Tirabrutinib (hydrochloride)	0.05,True
Hs 766T,Aprepitant,0.5,302,Hs 766T	Aprepitant	0.5,True
Hs 766T,Benztropine (mesylate),0.5,302,Hs 766T	Benztropine (mesylate)	0.5,True
Hs 766T,Econazole,0.5,302,Hs 766T	Econazole	0.5,True
Hs 766T,Estrone sulfate (potassium),0.5,302,Hs 766T	Estrone sulfate (potassium)	0.5,True
Hs 766T,Fulvestrant,0.5,302,Hs 766T	Fulvestrant	0.5,True
Hs 766T,Idoxuridine,0.5,302,Hs 766T	Idoxuridine	0.5,True
Hs 766T,Loperamide (hydrochloride),0.5,303,Hs 766T	Loperamide (hydrochloride)	0.5,True
Hs 766T,Lopinavir,0.5,303,Hs 766T	Lopinavir	0.5,True
Hs 766T,Neratinib,0.5,303,Hs 766T	Neratinib	0.5,True
Hs 766T,Osimertinib (mesylate),0.5,303,Hs 766T	Osimertinib (mesylate)	0.5,True
Hs 766T,Pentoxifylline,0.5,303,Hs 766T	Pentoxifylline	0.5,True
Hs 766T,Talc,0.5,303,Hs 766T	Talc	0.5,True
Hs 766T,Tirabrutinib (hydrochloride),0.5,303,Hs 766T	Tirabrutinib (hydrochloride)	0.5,True
Hs 766T,Aprepitant,5.0,303,Hs 766T	Aprepitant	5.0,True
Hs 766T,Benztropine (mesylate),5.0,303,Hs 766T	Benztropine (mesylate)	5.0,True
Hs 766T,Econazole,5.0,304,Hs 766T	Econazole	5.0,True
Hs 766T,Estrone sulfate (potassium),5.0,304,Hs 766T	Estrone sulfate (potassium)	5.0,True
Hs 766T,Fulvestrant,5.0,304,Hs 766T	Fulvestrant	5.0,True
Hs 766T,Idoxuridine,5.0,304,Hs 766T	Idoxuridine	5.0,True
Hs 766T,Loperamide (hydrochloride),5.0,304,Hs 766T	Loperamide (hydrochloride)	5.0,True
Hs 766T,Lopinavir,5.0,304,Hs 766T	Lopinavir	5.0,True
Hs 766T,Neratinib,5.0,304,Hs 766T	Neratinib	5.0,True
Hs 766T,Osimertinib (mesylate),5.0,304,Hs 766T	Osimertinib (mesylate)	5.0,True
Hs 766T,Pentoxifylline,5.0,304,Hs 766T	Pentoxifylline	5.0,True
Hs 766T,Talc,5.0,304,Hs 766T	Talc	5.0,True
Hs 766T,Tirabrutinib (hydrochloride),5.0,304,Hs 766T	Tirabrutinib (hydrochloride)	5.0,True
Hs 766T,Carbidopa (monohydrate),0.05,305,Hs 766T	Carbidopa (monohydrate)	0.05,True
Hs 766T,Carbidopa (monohydrate),0.5,305,Hs 766T	Carbidopa (monohydrate)	0.5,True
Hs 766T,Carbidopa (monohydrate),5.0,305,Hs 766T	Carbidopa (monohydrate)	5.0,True
Hs 766T,Larotrectinib sulfate,0.05,305,Hs 766T	Larotrectinib sulfate	0.05,True
Hs 766T,Larotrectinib sulfate,0.5,306,Hs 766T	Larotrectinib sulfate	0.5,True
Hs 766T,Larotrectinib sulfate,5.0,306,Hs 766T	Larotrectinib sulfate	5.0,True
Hs 766T,Ralimetinib dimesylate,0.05,306,Hs 766T	Ralimetinib dimesylate	0.05,True
Hs 766T,Ribociclib,0.05,306,Hs 766T	Ribociclib	0.05,True
Hs 766T,Ribociclib,0.5,306,Hs 766T	Ribociclib	0.5,True
Hs 766T,Ribociclib,5.0,306,Hs 766T	Ribociclib	5.0,True
PANC-1,BI-3406,0.05,308,PANC-1	BI-3406	0.05,True
PANC-1,Bortezomib,0.05,308,PANC-1	Bortezomib	0.05,True
PANC-1,Celecoxib,0.05,308,PANC-1	Celecoxib	0.05,True
PANC-1,DT-061,0.05,308,PANC-1	DT-061	0.05,True
PANC-1,Everolimus,0.05,308,PANC-1	Everolimus	0.05,True
PANC-1,GSK1059615,0.05,308,PANC-1	GSK1059615	0.05,True
PANC-1,Gemcitabine,0.05,308,PANC-1	Gemcitabine	0.05,True
PANC-1,Hydroxyfasudil,0.05,308,PANC-1	Hydroxyfasudil	0.05,True
PANC-1,IQ 1,0.05,308,PANC-1	IQ 1	0.05,True
PANC-1,LJI308,0.05,308,PANC-1	LJI308	0.05,True
PANC-1,PH-797804,0.05,309,PANC-1	PH-797804	0.05,True
PANC-1,BI-3406,0.5,309,PANC-1	BI-3406	0.5,True
PANC-1,Bortezomib,0.5,309,PANC-1	Bortezomib	0.5,True
PANC-1,Celecoxib,0.5,309,PANC-1	Celecoxib	0.5,True
PANC-1,DT-061,0.5,309,PANC-1	DT-061	0.5,True
PANC-1,Everolimus,0.5,310,PANC-1	Everolimus	0.5,True
PANC-1,GSK1059615,0.5,310,PANC-1	GSK1059615	0.5,True
PANC-1,Gemcitabine,0.5,310,PANC-1	Gemcitabine	0.5,True
PANC-1,Hydroxyfasudil,0.5,310,PANC-1	Hydroxyfasudil	0.5,True
PANC-1,IQ 1,0.5,310,PANC-1	IQ 1	0.5,True
PANC-1,LJI308,0.5,310,PANC-1	LJI308	0.5,True
PANC-1,PH-797804,0.5,310,PANC-1	PH-797804	0.5,True
PANC-1,Ralimetinib dimesylate,0.5,310,PANC-1	Ralimetinib dimesylate	0.5,True
PANC-1,BI-3406,5.0,311,PANC-1	BI-3406	5.0,True
PANC-1,Bortezomib,5.0,311,PANC-1	Bortezomib	5.0,True
PANC-1,Celecoxib,5.0,311,PANC-1	Celecoxib	5.0,True
PANC-1,DT-061,5.0,311,PANC-1	DT-061	5.0,True
PANC-1,Everolimus,5.0,311,PANC-1	Everolimus	5.0,True
PANC-1,GSK1059615,5.0,311,PANC-1	GSK1059615	5.0,True
PANC-1,Gemcitabine,5.0,311,PANC-1	Gemcitabine	5.0,True
PANC-1,Hydroxyfasudil,5.0,311,PANC-1	Hydroxyfasudil	5.0,True
PANC-1,IQ 1,5.0,311,PANC-1	IQ 1	5.0,True
PANC-1,LJI308,5.0,311,PANC-1	LJI308	5.0,True
PANC-1,PH-797804,5.0,311,PANC-1	PH-797804	5.0,True
PANC-1,Ralimetinib dimesylate,5.0,312,PANC-1	Ralimetinib dimesylate	5.0,True
PANC-1,Allantoin,0.05,312,PANC-1	Allantoin	0.05,True
PANC-1,Amsacrine,0.05,312,PANC-1	Amsacrine	0.05,True
PANC-1,Anethole trithione,0.05,312,PANC-1	Anethole trithione	0.05,True
PANC-1,Bimatoprost,0.05,312,PANC-1	Bimatoprost	0.05,True
PANC-1,Elagolix sodium,0.05,312,PANC-1	Elagolix sodium	0.05,True
PANC-1,Furosemide,0.05,312,PANC-1	Furosemide	0.05,True
PANC-1,Megestrol,0.05,313,PANC-1	Megestrol	0.05,True
PANC-1,Pentamidine (isethionate),0.05,313,PANC-1	Pentamidine (isethionate)	0.05,True
PANC-1,Quinestrol,0.05,313,PANC-1	Quinestrol	0.05,True
PANC-1,Rapamycin,0.05,313,PANC-1	Rapamycin	0.05,True
PANC-1,S-Adenosyl-L-methionine (disulfate tosylate),0.05,313,PANC-1	S-Adenosyl-L-methionine (disulfate tosylate)	0.05,True
PANC-1,Terfenadine,0.05,313,PANC-1	Terfenadine	0.05,True
PANC-1,Allantoin,0.5,313,PANC-1	Allantoin	0.5,True
PANC-1,Amsacrine,0.5,313,PANC-1	Amsacrine	0.5,True
PANC-1,Anethole trithione,0.5,314,PANC-1	Anethole trithione	0.5,True
PANC-1,Bimatoprost,0.5,314,PANC-1	Bimatoprost	0.5,True
PANC-1,Elagolix sodium,0.5,314,PANC-1	Elagolix sodium	0.5,True
PANC-1,Furosemide,0.5,314,PANC-1	Furosemide	0.5,True
PANC-1,Megestrol,0.5,314,PANC-1	Megestrol	0.5,True
PANC-1,Pentamidine (isethionate),0.5,314,PANC-1	Pentamidine (isethionate)	0.5,True
PANC-1,Quinestrol,0.5,314,PANC-1	Quinestrol	0.5,True
PANC-1,Rapamycin,0.5,314,PANC-1	Rapamycin	0.5,True
PANC-1,S-Adenosyl-L-methionine (disulfate tosylate),0.5,314,PANC-1	S-Adenosyl-L-methionine (disulfate tosylate)	0.5,True
PANC-1,Terfenadine,0.5,315,PANC-1	Terfenadine	0.5,True
PANC-1,Allantoin,5.0,315,PANC-1	Allantoin	5.0,True
PANC-1,Amsacrine,5.0,315,PANC-1	Amsacrine	5.0,True
PANC-1,Anethole trithione,5.0,315,PANC-1	Anethole trithione	5.0,True
PANC-1,Bimatoprost,5.0,315,PANC-1	Bimatoprost	5.0,True
PANC-1,Elagolix sodium,5.0,315,PANC-1	Elagolix sodium	5.0,True
PANC-1,Furosemide,5.0,315,PANC-1	Furosemide	5.0,True
PANC-1,Megestrol,5.0,316,PANC-1	Megestrol	5.0,True
PANC-1,Pentamidine (isethionate),5.0,316,PANC-1	Pentamidine (isethionate)	5.0,True
PANC-1,Quinestrol,5.0,316,PANC-1	Quinestrol	5.0,True
PANC-1,Rapamycin,5.0,316,PANC-1	Rapamycin	5.0,True
PANC-1,S-Adenosyl-L-methionine (disulfate tosylate),5.0,316,PANC-1	S-Adenosyl-L-methionine (disulfate tosylate)	5.0,True
PANC-1,Terfenadine,5.0,316,PANC-1	Terfenadine	5.0,True
PANC-1,Altretamine,0.05,316,PANC-1	Altretamine	0.05,True
PANC-1,Betamethasone dipropionate,0.05,316,PANC-1	Betamethasone dipropionate	0.05,True
PANC-1,Fenofibrate,0.05,317,PANC-1	Fenofibrate	0.05,True
PANC-1,Mozavaptan,0.05,317,PANC-1	Mozavaptan	0.05,True
PANC-1,Nevirapine,0.05,317,PANC-1	Nevirapine	0.05,True
PANC-1,Pemetrexed,0.05,317,PANC-1	Pemetrexed	0.05,True
PANC-1,Pitavastatin (Calcium),0.05,317,PANC-1	Pitavastatin (Calcium)	0.05,True
PANC-1,Pravastatin (sodium),0.05,317,PANC-1	Pravastatin (sodium)	0.05,True
PANC-1,Rifaximin,0.05,317,PANC-1	Rifaximin	0.05,True
PANC-1,Sivelestat (sodium tetrahydrate),0.05,318,PANC-1	Sivelestat (sodium tetrahydrate)	0.05,True
PANC-1,Altretamine,0.5,318,PANC-1	Altretamine	0.5,True
PANC-1,Betamethasone dipropionate,0.5,318,PANC-1	Betamethasone dipropionate	0.5,True
PANC-1,Fenofibrate,0.5,318,PANC-1	Fenofibrate	0.5,True
PANC-1,Mozavaptan,0.5,319,PANC-1	Mozavaptan	0.5,True
PANC-1,Nevirapine,0.5,319,PANC-1	Nevirapine	0.5,True
PANC-1,Pemetrexed,0.5,319,PANC-1	Pemetrexed	0.5,True
PANC-1,Pitavastatin (Calcium),0.5,319,PANC-1	Pitavastatin (Calcium)	0.5,True
PANC-1,Pravastatin (sodium),0.5,319,PANC-1	Pravastatin (sodium)	0.5,True
PANC-1,Rifaximin,0.5,319,PANC-1	Rifaximin	0.5,True
PANC-1,Sivelestat (sodium tetrahydrate),0.5,319,PANC-1	Sivelestat (sodium tetrahydrate)	0.5,True
PANC-1,Altretamine,5.0,319,PANC-1	Altretamine	5.0,True
PANC-1,Betamethasone dipropionate,5.0,319,PANC-1	Betamethasone dipropionate	5.0,True
PANC-1,Fenofibrate,5.0,320,PANC-1	Fenofibrate	5.0,True
PANC-1,Mozavaptan,5.0,320,PANC-1	Mozavaptan	5.0,True
PANC-1,Nevirapine,5.0,320,PANC-1	Nevirapine	5.0,True
PANC-1,Pemetrexed,5.0,320,PANC-1	Pemetrexed	5.0,True
PANC-1,Pitavastatin (Calcium),5.0,320,PANC-1	Pitavastatin (Calcium)	5.0,True
PANC-1,Pravastatin (sodium),5.0,320,PANC-1	Pravastatin (sodium)	5.0,True
PANC-1,Rifaximin,5.0,320,PANC-1	Rifaximin	5.0,True
PANC-1,Sivelestat (sodium tetrahydrate),5.0,321,PANC-1	Sivelestat (sodium tetrahydrate)	5.0,True
PANC-1,Aprepitant,0.05,321,PANC-1	Aprepitant	0.05,True
PANC-1,Benztropine (mesylate),0.05,321,PANC-1	Benztropine (mesylate)	0.05,True
PANC-1,Econazole,0.05,321,PANC-1	Econazole	0.05,True
PANC-1,Estrone sulfate (potassium),0.05,321,PANC-1	Estrone sulfate (potassium)	0.05,True
PANC-1,Fulvestrant,0.05,321,PANC-1	Fulvestrant	0.05,True
PANC-1,Idoxuridine,0.05,321,PANC-1	Idoxuridine	0.05,True
PANC-1,Loperamide (hydrochloride),0.05,322,PANC-1	Loperamide (hydrochloride)	0.05,True
PANC-1,Lopinavir,0.05,322,PANC-1	Lopinavir	0.05,True
PANC-1,Neratinib,0.05,322,PANC-1	Neratinib	0.05,True
PANC-1,Osimertinib (mesylate),0.05,322,PANC-1	Osimertinib (mesylate)	0.05,True
PANC-1,Pentoxifylline,0.05,322,PANC-1	Pentoxifylline	0.05,True
PANC-1,Talc,0.05,322,PANC-1	Talc	0.05,True
PANC-1,Tirabrutinib (hydrochloride),0.05,322,PANC-1	Tirabrutinib (hydrochloride)	0.05,True
PANC-1,Aprepitant,0.5,322,PANC-1	Aprepitant	0.5,True
PANC-1,Benztropine (mesylate),0.5,322,PANC-1	Benztropine (mesylate)	0.5,True
