held_out,compound,method,n_sources,repro_r,source_repro_r,reproducible,source_reproducible,transfer_efficiency,pearson_delta,mae,top50_overlap,sign_match
K562,Disulfiram ,weighted_consensus,2,0.15933013346425828,0.18820172252403394,False,False,0.18202447834160435,0.02900198442792981,0.2697568264207086,0.02,0.52
K562,Disulfiram ,unweighted_consensus,2,0.15933013346425828,0.18820172252403394,False,False,0.181783987211741,0.028963666944111715,0.26929505475330207,0.02,0.5
K562,Disulfiram ,no_change,2,0.15933013346425828,0.18820172252403394,False,False,0.0,0.0,0.23350361984346077,0.0,0.0
K562,Divalproex Sodium,weighted_consensus_gated,2,0.1330011741216082,0.28332092814672927,False,False,-0.05122150258267364,-0.006812519983768581,0.24310578270888664,0.0,0.58
K562,Divalproex Sodium,weighted_consensus,2,0.1330011741216082,0.28332092814672927,False,False,-0.047437017273350084,-0.00630917899418257,0.26667609545289067,0.0,0.58
K562,Divalproex Sodium,unweighted_consensus,2,0.1330011741216082,0.28332092814672927,False,False,-0.04607057457743288,-0.006127440511255687,0.26635992718610785,0.0,0.58
K562,Divalproex Sodium,no_change,2,0.1330011741216082,0.28332092814672927,False,False,0.0,0.0,0.2398208155969378,0.02,0.0
K562,Droxinostat,weighted_consensus_gated,2,0.11682112332315231,0.14998714938818397,False,False,-0.10895237601712866,-0.01272793895504745,0.2587483435782065,0.0,0.52
K562,Droxinostat,weighted_consensus,2,0.11682112332315231,0.14998714938818397,False,False,-0.10956921163746182,-0.012799998385120503,0.2874068454245027,0.0,0.52
K562,Droxinostat,unweighted_consensus,2,0.11682112332315231,0.14998714938818397,False,False,-0.10974972729097707,-0.012821086426541567,0.28698343426138534,0.0,0.54
K562,Droxinostat,no_change,2,0.11682112332315231,0.14998714938818397,False,False,0.0,0.0,0.2550398336712456,0.0,0.0
K562,EED226,weighted_consensus_gated,2,0.13990990661422925,0.24940418049509377,False,False,0.0208691851164352,0.0029198057407555118,0.24880415046039864,0.0,0.38
K562,EED226,weighted_consensus,2,0.13990990661422925,0.24940418049509377,False,False,0.02936946273714403,0.004109078788863907,0.2706936941425861,0.0,0.38
