cell_line,drug,conc,shard,key,extracted
SW 900,Doxorubicin (hydrochloride),0.5,195,SW 900	Doxorubicin (hydrochloride)	0.5,True
SW 900,Doxycycline (monohydrate),0.5,195,SW 900	Doxycycline (monohydrate)	0.5,True
SW 900,Entecavir (monohydrate),0.5,195,SW 900	Entecavir (monohydrate)	0.5,True
SW 900,Epirubicin (hydrochloride),0.5,195,SW 900	Epirubicin (hydrochloride)	0.5,True
SW 900,Eplerenone,0.5,195,SW 900	Eplerenone	0.5,True
SW 900,Erlotinib,0.5,195,SW 900	Erlotinib	0.5,True
SW 900,Fenofibrate,0.5,195,SW 900	Fenofibrate	0.5,True
SW 900,Ferulic acid,0.5,195,SW 900	Ferulic acid	0.5,True
SW 900,Finasteride,0.5,195,SW 900	Finasteride	0.5,True
SW 900,Flumatinib (mesylate),0.5,195,SW 900	Flumatinib (mesylate)	0.5,True
SW 900,Fluvoxamine,0.5,195,SW 900	Fluvoxamine	0.5,True
SW 900,Fumaric acid,0.5,195,SW 900	Fumaric acid	0.5,True
SW 900,Glycyrrhizic acid,0.5,195,SW 900	Glycyrrhizic acid	0.5,True
SW 900,Harringtonine,0.5,195,SW 900	Harringtonine	0.5,True
SW 900,Hesperidin,0.5,195,SW 900	Hesperidin	0.5,True
SW 900,Hydroxyurea,0.5,195,SW 900	Hydroxyurea	0.5,True
SW 900,Imiquimod (maleate),0.5,195,SW 900	Imiquimod (maleate)	0.5,True
SW 900,Irinotecan (hydrochloride),0.5,195,SW 900	Irinotecan (hydrochloride)	0.5,True
SW 900,Levobupivacaine (hydrochloride),0.5,195,SW 900	Levobupivacaine (hydrochloride)	0.5,True
SW 900,Ligustrazine,0.5,195,SW 900	Ligustrazine	0.5,True
SW 900,Lucanthone,0.5,195,SW 900	Lucanthone	0.5,True
SW 900,Macitentan,0.5,195,SW 900	Macitentan	0.5,True
SW 900,Mebendazole,0.5,196,SW 900	Mebendazole	0.5,True
SW 900,Menadione,0.5,196,SW 900	Menadione	0.5,True
SW 900,Mifepristone,0.5,196,SW 900	Mifepristone	0.5,True
SW 900,Monocrotaline,0.5,196,SW 900	Monocrotaline	0.5,True
SW 900,Mozavaptan,0.5,196,SW 900	Mozavaptan	0.5,True
SW 900,Naproxen,0.5,196,SW 900	Naproxen	0.5,True
SW 900,Nevirapine,0.5,196,SW 900	Nevirapine	0.5,True
SW 900,Niclosamide (olamine),0.5,196,SW 900	Niclosamide (olamine)	0.5,True
SW 900,Orlistat,0.5,196,SW 900	Orlistat	0.5,True
SW 900,Pemetrexed,0.5,196,SW 900	Pemetrexed	0.5,True
SW 900,Penfluridol,0.5,196,SW 900	Penfluridol	0.5,True
SW 900,Peretinoin,0.5,196,SW 900	Peretinoin	0.5,True
SW 900,Pexidartinib (hydrochloride),0.5,196,SW 900	Pexidartinib (hydrochloride)	0.5,True
SW 900,Phenytoin (sodium),0.5,196,SW 900	Phenytoin (sodium)	0.5,True
SW 900,Pitavastatin (Calcium),0.5,196,SW 900	Pitavastatin (Calcium)	0.5,True
SW 900,Posaconazole,0.5,196,SW 900	Posaconazole	0.5,True
SW 900,Pravastatin (sodium),0.5,196,SW 900	Pravastatin (sodium)	0.5,True
SW 900,Procainamide (hydrochloride),0.5,196,SW 900	Procainamide (hydrochloride)	0.5,True
SW 900,Quinidine (15% dihydroquinidine),0.5,196,SW 900	Quinidine (15% dihydroquinidine)	0.5,True
SW 900,Rifaximin,0.5,196,SW 900	Rifaximin	0.5,True
SW 900,Rosiglitazone,0.5,196,SW 900	Rosiglitazone	0.5,True
SW 900,Roxadustat,0.5,196,SW 900	Roxadustat	0.5,True
SW 900,Rucaparib (phosphate),0.5,196,SW 900	Rucaparib (phosphate)	0.5,True
SW 900,Rutin (trihydrate),0.5,196,SW 900	Rutin (trihydrate)	0.5,True
SW 900,Sacubitril/Valsartan,0.5,196,SW 900	Sacubitril/Valsartan	0.5,True
SW 900,Sildenafil,0.5,196,SW 900	Sildenafil	0.5,True
SW 900,Silodosin,0.5,196,SW 900	Silodosin	0.5,True
SW 900,Simotinib,0.5,196,SW 900	Simotinib	0.5,True
SW 900,Sivelestat (sodium tetrahydrate),0.5,196,SW 900	Sivelestat (sodium tetrahydrate)	0.5,True
SW 900,Sulfatinib,0.5,196,SW 900	Sulfatinib	0.5,True
SW 900,Tadalafil,0.5,196,SW 900	Tadalafil	0.5,True
SW 900,Tetracycline (hydrochloride),0.5,196,SW 900	Tetracycline (hydrochloride)	0.5,True
SW 900,Thymopentin,0.5,196,SW 900	Thymopentin	0.5,True
SW 900,Tirabrutinib,0.5,196,SW 900	Tirabrutinib	0.5,True
SW 900,Tolmetin,0.5,196,SW 900	Tolmetin	0.5,True
SW 900,Topotecan (hydrochloride),0.5,196,SW 900	Topotecan (hydrochloride)	0.5,True
SW 900,Trametinib (DMSO_TF solvate),0.5,196,SW 900	Trametinib (DMSO_TF solvate)	0.5,True
SW 900,Tranilast,0.5,196,SW 900	Tranilast	0.5,True
SW 900,Verapamil,0.5,196,SW 900	Verapamil	0.5,True
SW 900,Verteporfin,0.5,196,SW 900	Verteporfin	0.5,True
SW 900,crizotinib,0.5,196,SW 900	crizotinib	0.5,True
SW 900,(S)-Crizotinib,5.0,196,SW 900	(S)-Crizotinib	5.0,True
SW 900,Adagrasib,5.0,196,SW 900	Adagrasib	5.0,True
SW 900,Almonertinib (mesylate),5.0,196,SW 900	Almonertinib (mesylate)	5.0,True
SW 900,Altretamine,5.0,196,SW 900	Altretamine	5.0,True
SW 900,Apalutamide,5.0,196,SW 900	Apalutamide	5.0,True
SW 900,Arbutin,5.0,196,SW 900	Arbutin	5.0,True
SW 900,Belumosudil,5.0,196,SW 900	Belumosudil	5.0,True
SW 900,Bendamustine,5.0,196,SW 900	Bendamustine	5.0,True
SW 900,Benproperine (phosphate),5.0,196,SW 900	Benproperine (phosphate)	5.0,True
SW 900,Berbamine (dihydrochloride),5.0,196,SW 900	Berbamine (dihydrochloride)	5.0,True
SW 900,Bestatin,5.0,196,SW 900	Bestatin	5.0,True
SW 900,Betamethasone dipropionate,5.0,196,SW 900	Betamethasone dipropionate	5.0,True
SW 900,Bisoprolol (hemifumarate),5.0,196,SW 900	Bisoprolol (hemifumarate)	5.0,True
SW 900,Bosentan (hydrate),5.0,196,SW 900	Bosentan (hydrate)	5.0,True
SW 900,Canagliflozin,5.0,196,SW 900	Canagliflozin	5.0,True
SW 900,Cilostazol,5.0,196,SW 900	Cilostazol	5.0,True
SW 900,Clofarabine,5.0,196,SW 900	Clofarabine	5.0,True
SW 900,Cobimetinib,5.0,196,SW 900	Cobimetinib	5.0,True
SW 900,Cytarabine (hydrochloride),5.0,196,SW 900	Cytarabine (hydrochloride)	5.0,True
SW 900,Cytarabine,5.0,196,SW 900	Cytarabine	5.0,True
SW 900,Daidzin,5.0,196,SW 900	Daidzin	5.0,True
SW 900,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",5.0,197,"SW 900	Dapagliflozin ((2S)-1,2-propanediol, hydrate)	5.0",True
SW 900,Decitabine,5.0,197,SW 900	Decitabine	5.0,True
SW 900,Dexmedetomidine,5.0,197,SW 900	Dexmedetomidine	5.0,True
SW 900,Dimethyl fumarate,5.0,197,SW 900	Dimethyl fumarate	5.0,True
SW 900,Dinaciclib,5.0,197,SW 900	Dinaciclib	5.0,True
SW 900,Diphenhydramine,5.0,197,SW 900	Diphenhydramine	5.0,True
SW 900,Docetaxel (Trihydrate),5.0,197,SW 900	Docetaxel (Trihydrate)	5.0,True
SW 900,Dorzolamide (hydrochloride),5.0,197,SW 900	Dorzolamide (hydrochloride)	5.0,True
SW 900,Doxorubicin (hydrochloride),5.0,197,SW 900	Doxorubicin (hydrochloride)	5.0,True
SW 900,Doxycycline (monohydrate),5.0,197,SW 900	Doxycycline (monohydrate)	5.0,True
SW 900,Entecavir (monohydrate),5.0,197,SW 900	Entecavir (monohydrate)	5.0,True
SW 900,Epirubicin (hydrochloride),5.0,197,SW 900	Epirubicin (hydrochloride)	5.0,True
SW 900,Eplerenone,5.0,197,SW 900	Eplerenone	5.0,True
SW 900,Erlotinib,5.0,197,SW 900	Erlotinib	5.0,True
SW 900,Fenofibrate,5.0,197,SW 900	Fenofibrate	5.0,True
SW 900,Ferulic acid,5.0,197,SW 900	Ferulic acid	5.0,True
SW 900,Finasteride,5.0,197,SW 900	Finasteride	5.0,True
SW 900,Flumatinib (mesylate),5.0,197,SW 900	Flumatinib (mesylate)	5.0,True
SW 900,Fluvoxamine,5.0,197,SW 900	Fluvoxamine	5.0,True
SW 900,Fumaric acid,5.0,197,SW 900	Fumaric acid	5.0,True
SW 900,Glycyrrhizic acid,5.0,197,SW 900	Glycyrrhizic acid	5.0,True
SW 900,Harringtonine,5.0,197,SW 900	Harringtonine	5.0,True
SW 900,Hesperidin,5.0,197,SW 900	Hesperidin	5.0,True
SW 900,Hydroxyurea,5.0,197,SW 900	Hydroxyurea	5.0,True
SW 900,Imiquimod (maleate),5.0,197,SW 900	Imiquimod (maleate)	5.0,True
SW 900,Irinotecan (hydrochloride),5.0,197,SW 900	Irinotecan (hydrochloride)	5.0,True
SW 900,Levobupivacaine (hydrochloride),5.0,197,SW 900	Levobupivacaine (hydrochloride)	5.0,True
SW 900,Ligustrazine,5.0,197,SW 900	Ligustrazine	5.0,True
SW 900,Lucanthone,5.0,197,SW 900	Lucanthone	5.0,True
SW 900,Macitentan,5.0,197,SW 900	Macitentan	5.0,True
SW 900,Mebendazole,5.0,197,SW 900	Mebendazole	5.0,True
SW 900,Menadione,5.0,197,SW 900	Menadione	5.0,True
SW 900,Mifepristone,5.0,197,SW 900	Mifepristone	5.0,True
SW 900,Monocrotaline,5.0,197,SW 900	Monocrotaline	5.0,True
SW 900,Mozavaptan,5.0,197,SW 900	Mozavaptan	5.0,True
SW 900,Naproxen,5.0,197,SW 900	Naproxen	5.0,True
SW 900,Nevirapine,5.0,197,SW 900	Nevirapine	5.0,True
SW 900,Niclosamide (olamine),5.0,197,SW 900	Niclosamide (olamine)	5.0,True
SW 900,Orlistat,5.0,197,SW 900	Orlistat	5.0,True
SW 900,Pemetrexed,5.0,197,SW 900	Pemetrexed	5.0,True
SW 900,Penfluridol,5.0,197,SW 900	Penfluridol	5.0,True
SW 900,Peretinoin,5.0,197,SW 900	Peretinoin	5.0,True
SW 900,Pexidartinib (hydrochloride),5.0,197,SW 900	Pexidartinib (hydrochloride)	5.0,True
SW 900,Phenytoin (sodium),5.0,197,SW 900	Phenytoin (sodium)	5.0,True
SW 900,Pitavastatin (Calcium),5.0,197,SW 900	Pitavastatin (Calcium)	5.0,True
SW 900,Posaconazole,5.0,197,SW 900	Posaconazole	5.0,True
SW 900,Pravastatin (sodium),5.0,197,SW 900	Pravastatin (sodium)	5.0,True
SW 900,Procainamide (hydrochloride),5.0,197,SW 900	Procainamide (hydrochloride)	5.0,True
SW 900,Quinidine (15% dihydroquinidine),5.0,197,SW 900	Quinidine (15% dihydroquinidine)	5.0,True
SW 900,Rifaximin,5.0,197,SW 900	Rifaximin	5.0,True
SW 900,Rosiglitazone,5.0,197,SW 900	Rosiglitazone	5.0,True
SW 900,Roxadustat,5.0,197,SW 900	Roxadustat	5.0,True
SW 900,Rucaparib (phosphate),5.0,197,SW 900	Rucaparib (phosphate)	5.0,True
SW 900,Rutin (trihydrate),5.0,197,SW 900	Rutin (trihydrate)	5.0,True
SW 900,Sacubitril/Valsartan,5.0,197,SW 900	Sacubitril/Valsartan	5.0,True
SW 900,Sildenafil,5.0,197,SW 900	Sildenafil	5.0,True
SW 900,Silodosin,5.0,197,SW 900	Silodosin	5.0,True
SW 900,Simotinib,5.0,197,SW 900	Simotinib	5.0,True
SW 900,Sivelestat (sodium tetrahydrate),5.0,197,SW 900	Sivelestat (sodium tetrahydrate)	5.0,True
SW 900,Sulfatinib,5.0,197,SW 900	Sulfatinib	5.0,True
SW 900,Tadalafil,5.0,197,SW 900	Tadalafil	5.0,True
SW 900,Tetracycline (hydrochloride),5.0,197,SW 900	Tetracycline (hydrochloride)	5.0,True
SW 900,Thymopentin,5.0,197,SW 900	Thymopentin	5.0,True
SW 900,Tirabrutinib,5.0,198,SW 900	Tirabrutinib	5.0,True
SW 900,Tolmetin,5.0,198,SW 900	Tolmetin	5.0,True
SW 900,Topotecan (hydrochloride),5.0,198,SW 900	Topotecan (hydrochloride)	5.0,True
SW 900,Trametinib (DMSO_TF solvate),5.0,198,SW 900	Trametinib (DMSO_TF solvate)	5.0,True
SW 900,Tranilast,5.0,198,SW 900	Tranilast	5.0,True
SW 900,Verapamil,5.0,198,SW 900	Verapamil	5.0,True
SW 900,Verteporfin,5.0,198,SW 900	Verteporfin	5.0,True
SW 900,crizotinib,5.0,198,SW 900	crizotinib	5.0,True
SW 900,5-Azacytidine,0.05,198,SW 900	5-Azacytidine	0.05,True
SW 900,5-Fluorouracil,0.05,198,SW 900	5-Fluorouracil	0.05,True
SW 900,Abiraterone acetate,0.05,198,SW 900	Abiraterone acetate	0.05,True
SW 900,Acetazolamide,0.05,198,SW 900	Acetazolamide	0.05,True
SW 900,Allopurinol,0.05,198,SW 900	Allopurinol	0.05,True
SW 900,Aprepitant,0.05,198,SW 900	Aprepitant	0.05,True
SW 900,Artemether,0.05,198,SW 900	Artemether	0.05,True
SW 900,Asciminib,0.05,198,SW 900	Asciminib	0.05,True
SW 900,Aspirin,0.05,198,SW 900	Aspirin	0.05,True
SW 900,Ataluren,0.05,198,SW 900	Ataluren	0.05,True
SW 900,Atazanavir (sulfate),0.05,198,SW 900	Atazanavir (sulfate)	0.05,True
SW 900,Auranofin,0.05,198,SW 900	Auranofin	0.05,True
SW 900,Belinostat,0.05,198,SW 900	Belinostat	0.05,True
SW 900,Benztropine (mesylate),0.05,198,SW 900	Benztropine (mesylate)	0.05,True
SW 900,Bestatin (hydrochloride),0.05,198,SW 900	Bestatin (hydrochloride)	0.05,True
SW 900,Bexarotene,0.05,198,SW 900	Bexarotene	0.05,True
SW 900,Bicalutamide,0.05,198,SW 900	Bicalutamide	0.05,True
SW 900,Brimonidine,0.05,198,SW 900	Brimonidine	0.05,True
SW 900,Budesonide,0.05,198,SW 900	Budesonide	0.05,True
SW 900,Cabozantinib (S-malate),0.05,198,SW 900	Cabozantinib (S-malate)	0.05,True
SW 900,Canagliflozin (hemihydrate),0.05,198,SW 900	Canagliflozin (hemihydrate)	0.05,True
SW 900,Captopril,0.05,198,SW 900	Captopril	0.05,True
SW 900,Carbamazepine,0.05,198,SW 900	Carbamazepine	0.05,True
SW 900,Cinacalcet,0.05,198,SW 900	Cinacalcet	0.05,True
SW 900,Citalopram (hydrobromide),0.05,198,SW 900	Citalopram (hydrobromide)	0.05,True
SW 900,Clobetasol propionate,0.05,198,SW 900	Clobetasol propionate	0.05,True
SW 900,Clopidogrel,0.05,198,SW 900	Clopidogrel	0.05,True
SW 900,Crizotinib (hydrochloride),0.05,198,SW 900	Crizotinib (hydrochloride)	0.05,True
SW 900,Cyclosporin A,0.05,198,SW 900	Cyclosporin A	0.05,True
SW 900,Dapagliflozin,0.05,198,SW 900	Dapagliflozin	0.05,True
SW 900,Darolutamide,0.05,198,SW 900	Darolutamide	0.05,True
SW 900,Delamanid,0.05,198,SW 900	Delamanid	0.05,True
SW 900,Dexamethasone,0.05,198,SW 900	Dexamethasone	0.05,True
SW 900,Digitoxin,0.05,198,SW 900	Digitoxin	0.05,True
SW 900,Dihydroartemisinin,0.05,198,SW 900	Dihydroartemisinin	0.05,True
SW 900,Drospirenone,0.05,198,SW 900	Drospirenone	0.05,True
SW 900,Econazole,0.05,198,SW 900	Econazole	0.05,True
SW 900,Entrectinib,0.05,198,SW 900	Entrectinib	0.05,True
SW 900,Erythromycin,0.05,198,SW 900	Erythromycin	0.05,True
SW 900,Esmolol (hydrochloride),0.05,198,SW 900	Esmolol (hydrochloride)	0.05,True
SW 900,Estrone sulfate (potassium),0.05,198,SW 900	Estrone sulfate (potassium)	0.05,True
SW 900,Fedratinib (hydrochloride hydrate),0.05,198,SW 900	Fedratinib (hydrochloride hydrate)	0.05,True
SW 900,Filgotinib,0.05,198,SW 900	Filgotinib	0.05,True
SW 900,Fingolimod (hydrochloride),0.05,198,SW 900	Fingolimod (hydrochloride)	0.05,True
SW 900,Flutamide,0.05,198,SW 900	Flutamide	0.05,True
SW 900,Fulvestrant,0.05,198,SW 900	Fulvestrant	0.05,True
SW 900,Gefitinib,0.05,198,SW 900	Gefitinib	0.05,True
SW 900,Idoxuridine,0.05,198,SW 900	Idoxuridine	0.05,True
SW 900,Imiquimod (hydrochloride),0.05,198,SW 900	Imiquimod (hydrochloride)	0.05,True
SW 900,Indacaterol (maleate),0.05,198,SW 900	Indacaterol (maleate)	0.05,True
SW 900,Ivermectin,0.05,198,SW 900	Ivermectin	0.05,True
SW 900,Ixazomib citrate,0.05,198,SW 900	Ixazomib citrate	0.05,True
SW 900,L-Eflornithine (monohydrochloride),0.05,198,SW 900	L-Eflornithine (monohydrochloride)	0.05,True
SW 900,Lactate (calcium),0.05,198,SW 900	Lactate (calcium)	0.05,True
SW 900,Loperamide (hydrochloride),0.05,199,SW 900	Loperamide (hydrochloride)	0.05,True
SW 900,Lopinavir,0.05,199,SW 900	Lopinavir	0.05,True
SW 900,Malotilate,0.05,199,SW 900	Malotilate	0.05,True
SW 900,Meloxicam,0.05,199,SW 900	Meloxicam	0.05,True
SW 900,Methotrexate,0.05,199,SW 900	Methotrexate	0.05,True
SW 900,Methyl aminolevulinate (hydrochloride),0.05,199,SW 900	Methyl aminolevulinate (hydrochloride)	0.05,True
SW 900,Methylthiouracil,0.05,199,SW 900	Methylthiouracil	0.05,True
SW 900,Nafamostat (mesylate),0.05,199,SW 900	Nafamostat (mesylate)	0.05,True
SW 900,Neratinib,0.05,199,SW 900	Neratinib	0.05,True
SW 900,Omeprazole (sodium),0.05,199,SW 900	Omeprazole (sodium)	0.05,True
SW 900,Omeprazole,0.05,199,SW 900	Omeprazole	0.05,True
SW 900,Osimertinib (mesylate),0.05,199,SW 900	Osimertinib (mesylate)	0.05,True
SW 900,Ouabain (Octahydrate),0.05,199,SW 900	Ouabain (Octahydrate)	0.05,True
SW 900,Oxaprozin,0.05,199,SW 900	Oxaprozin	0.05,True
SW 900,Panobinostat,0.05,199,SW 900	Panobinostat	0.05,True
SW 900,Pentoxifylline,0.05,199,SW 900	Pentoxifylline	0.05,True
SW 900,Perindopril (erbumine),0.05,199,SW 900	Perindopril (erbumine)	0.05,True
SW 900,Phenylephrine (hydrochloride),0.05,199,SW 900	Phenylephrine (hydrochloride)	0.05,True
SW 900,Pimozide,0.05,199,SW 900	Pimozide	0.05,True
SW 900,Pioglitazone,0.05,199,SW 900	Pioglitazone	0.05,True
SW 900,Piroxicam,0.05,199,SW 900	Piroxicam	0.05,True
SW 900,Ponatinib,0.05,199,SW 900	Ponatinib	0.05,True
SW 900,Proglumide,0.05,199,SW 900	Proglumide	0.05,True
SW 900,Ranolazine,0.05,199,SW 900	Ranolazine	0.05,True
SW 900,Sunitinib,0.05,199,SW 900	Sunitinib	0.05,True
SW 900,Talc,0.05,199,SW 900	Talc	0.05,True
SW 900,Tazarotene,0.05,199,SW 900	Tazarotene	0.05,True
SW 900,Tirabrutinib (hydrochloride),0.05,199,SW 900	Tirabrutinib (hydrochloride)	0.05,True
SW 900,Uridine,0.05,199,SW 900	Uridine	0.05,True
SW 900,Valdecoxib,0.05,199,SW 900	Valdecoxib	0.05,True
SW 900,Vandetanib,0.05,199,SW 900	Vandetanib	0.05,True
SW 900,Vismodegib,0.05,199,SW 900	Vismodegib	0.05,True
SW 900,Vitamin K4,0.05,199,SW 900	Vitamin K4	0.05,True
SW 900,Voriconazole,0.05,199,SW 900	Voriconazole	0.05,True
SW 900,Vortioxetine,0.05,199,SW 900	Vortioxetine	0.05,True
SW 900,Zileuton,0.05,199,SW 900	Zileuton	0.05,True
SW 900,γ-Oryzanol,0.05,199,SW 900	γ-Oryzanol	0.05,True
SW 900,5-Azacytidine,0.5,199,SW 900	5-Azacytidine	0.5,True
SW 900,5-Fluorouracil,0.5,199,SW 900	5-Fluorouracil	0.5,True
SW 900,Abiraterone acetate,0.5,199,SW 900	Abiraterone acetate	0.5,True
SW 900,Acetazolamide,0.5,199,SW 900	Acetazolamide	0.5,True
SW 900,Allopurinol,0.5,199,SW 900	Allopurinol	0.5,True
SW 900,Aprepitant,0.5,199,SW 900	Aprepitant	0.5,True
SW 900,Artemether,0.5,199,SW 900	Artemether	0.5,True
SW 900,Asciminib,0.5,199,SW 900	Asciminib	0.5,True
SW 900,Aspirin,0.5,199,SW 900	Aspirin	0.5,True
SW 900,Ataluren,0.5,199,SW 900	Ataluren	0.5,True
SW 900,Atazanavir (sulfate),0.5,199,SW 900	Atazanavir (sulfate)	0.5,True
SW 900,Auranofin,0.5,199,SW 900	Auranofin	0.5,True
SW 900,Belinostat,0.5,199,SW 900	Belinostat	0.5,True
SW 900,Benztropine (mesylate),0.5,199,SW 900	Benztropine (mesylate)	0.5,True
SW 900,Bestatin (hydrochloride),0.5,199,SW 900	Bestatin (hydrochloride)	0.5,True
SW 900,Bexarotene,0.5,199,SW 900	Bexarotene	0.5,True
SW 900,Bicalutamide,0.5,199,SW 900	Bicalutamide	0.5,True
SW 900,Brimonidine,0.5,199,SW 900	Brimonidine	0.5,True
SW 900,Budesonide,0.5,199,SW 900	Budesonide	0.5,True
SW 900,Cabozantinib (S-malate),0.5,199,SW 900	Cabozantinib (S-malate)	0.5,True
SW 900,Canagliflozin (hemihydrate),0.5,199,SW 900	Canagliflozin (hemihydrate)	0.5,True
SW 900,Captopril,0.5,199,SW 900	Captopril	0.5,True
SW 900,Carbamazepine,0.5,199,SW 900	Carbamazepine	0.5,True
SW 900,Cinacalcet,0.5,199,SW 900	Cinacalcet	0.5,True
SW 900,Citalopram (hydrobromide),0.5,200,SW 900	Citalopram (hydrobromide)	0.5,True
SW 900,Clobetasol propionate,0.5,200,SW 900	Clobetasol propionate	0.5,True
SW 900,Clopidogrel,0.5,200,SW 900	Clopidogrel	0.5,True
SW 900,Crizotinib (hydrochloride),0.5,200,SW 900	Crizotinib (hydrochloride)	0.5,True
SW 900,Cyclosporin A,0.5,200,SW 900	Cyclosporin A	0.5,True
SW 900,Dapagliflozin,0.5,200,SW 900	Dapagliflozin	0.5,True
SW 900,Darolutamide,0.5,200,SW 900	Darolutamide	0.5,True
SW 900,Delamanid,0.5,200,SW 900	Delamanid	0.5,True
SW 900,Dexamethasone,0.5,200,SW 900	Dexamethasone	0.5,True
SW 900,Digitoxin,0.5,200,SW 900	Digitoxin	0.5,True
SW 900,Dihydroartemisinin,0.5,200,SW 900	Dihydroartemisinin	0.5,True
SW 900,Drospirenone,0.5,200,SW 900	Drospirenone	0.5,True
SW 900,Econazole,0.5,200,SW 900	Econazole	0.5,True
SW 900,Entrectinib,0.5,200,SW 900	Entrectinib	0.5,True
SW 900,Erythromycin,0.5,200,SW 900	Erythromycin	0.5,True
SW 900,Esmolol (hydrochloride),0.5,200,SW 900	Esmolol (hydrochloride)	0.5,True
SW 900,Estrone sulfate (potassium),0.5,200,SW 900	Estrone sulfate (potassium)	0.5,True
SW 900,Fedratinib (hydrochloride hydrate),0.5,200,SW 900	Fedratinib (hydrochloride hydrate)	0.5,True
SW 900,Filgotinib,0.5,200,SW 900	Filgotinib	0.5,True
SW 900,Fingolimod (hydrochloride),0.5,200,SW 900	Fingolimod (hydrochloride)	0.5,True
SW 900,Flutamide,0.5,200,SW 900	Flutamide	0.5,True
SW 900,Fulvestrant,0.5,200,SW 900	Fulvestrant	0.5,True
SW 900,Gefitinib,0.5,200,SW 900	Gefitinib	0.5,True
SW 900,Idoxuridine,0.5,200,SW 900	Idoxuridine	0.5,True
SW 900,Imiquimod (hydrochloride),0.5,200,SW 900	Imiquimod (hydrochloride)	0.5,True
SW 900,Indacaterol (maleate),0.5,200,SW 900	Indacaterol (maleate)	0.5,True
SW 900,Ivermectin,0.5,200,SW 900	Ivermectin	0.5,True
SW 900,Ixazomib citrate,0.5,200,SW 900	Ixazomib citrate	0.5,True
SW 900,L-Eflornithine (monohydrochloride),0.5,200,SW 900	L-Eflornithine (monohydrochloride)	0.5,True
SW 900,Lactate (calcium),0.5,200,SW 900	Lactate (calcium)	0.5,True
SW 900,Loperamide (hydrochloride),0.5,200,SW 900	Loperamide (hydrochloride)	0.5,True
SW 900,Lopinavir,0.5,200,SW 900	Lopinavir	0.5,True
SW 900,Malotilate,0.5,200,SW 900	Malotilate	0.5,True
SW 900,Meloxicam,0.5,200,SW 900	Meloxicam	0.5,True
SW 900,Methotrexate,0.5,200,SW 900	Methotrexate	0.5,True
SW 900,Methyl aminolevulinate (hydrochloride),0.5,200,SW 900	Methyl aminolevulinate (hydrochloride)	0.5,True
SW 900,Methylthiouracil,0.5,200,SW 900	Methylthiouracil	0.5,True
SW 900,Nafamostat (mesylate),0.5,200,SW 900	Nafamostat (mesylate)	0.5,True
SW 900,Neratinib,0.5,200,SW 900	Neratinib	0.5,True
SW 900,Omeprazole (sodium),0.5,200,SW 900	Omeprazole (sodium)	0.5,True
SW 900,Omeprazole,0.5,200,SW 900	Omeprazole	0.5,True
SW 900,Osimertinib (mesylate),0.5,200,SW 900	Osimertinib (mesylate)	0.5,True
SW 900,Ouabain (Octahydrate),0.5,200,SW 900	Ouabain (Octahydrate)	0.5,True
SW 900,Oxaprozin,0.5,200,SW 900	Oxaprozin	0.5,True
SW 900,Panobinostat,0.5,200,SW 900	Panobinostat	0.5,True
SW 900,Pentoxifylline,0.5,200,SW 900	Pentoxifylline	0.5,True
SW 900,Perindopril (erbumine),0.5,200,SW 900	Perindopril (erbumine)	0.5,True
SW 900,Phenylephrine (hydrochloride),0.5,200,SW 900	Phenylephrine (hydrochloride)	0.5,True
SW 900,Pimozide,0.5,200,SW 900	Pimozide	0.5,True
SW 900,Pioglitazone,0.5,200,SW 900	Pioglitazone	0.5,True
SW 900,Piroxicam,0.5,200,SW 900	Piroxicam	0.5,True
SW 900,Ponatinib,0.5,200,SW 900	Ponatinib	0.5,True
SW 900,Proglumide,0.5,200,SW 900	Proglumide	0.5,True
SW 900,Ranolazine,0.5,200,SW 900	Ranolazine	0.5,True
SW 900,Sunitinib,0.5,200,SW 900	Sunitinib	0.5,True
SW 900,Talc,0.5,200,SW 900	Talc	0.5,True
SW 900,Tazarotene,0.5,200,SW 900	Tazarotene	0.5,True
SW 900,Tirabrutinib (hydrochloride),0.5,200,SW 900	Tirabrutinib (hydrochloride)	0.5,True
SW 900,Uridine,0.5,200,SW 900	Uridine	0.5,True
SW 900,Valdecoxib,0.5,200,SW 900	Valdecoxib	0.5,True
SW 900,Vandetanib,0.5,200,SW 900	Vandetanib	0.5,True
SW 900,Vismodegib,0.5,200,SW 900	Vismodegib	0.5,True
SW 900,Vitamin K4,0.5,201,SW 900	Vitamin K4	0.5,True
SW 900,Voriconazole,0.5,201,SW 900	Voriconazole	0.5,True
SW 900,Vortioxetine,0.5,201,SW 900	Vortioxetine	0.5,True
SW 900,Zileuton,0.5,201,SW 900	Zileuton	0.5,True
SW 900,γ-Oryzanol,0.5,201,SW 900	γ-Oryzanol	0.5,True
SW 900,5-Azacytidine,5.0,201,SW 900	5-Azacytidine	5.0,True
SW 900,5-Fluorouracil,5.0,201,SW 900	5-Fluorouracil	5.0,True
SW 900,Abiraterone acetate,5.0,201,SW 900	Abiraterone acetate	5.0,True
SW 900,Acetazolamide,5.0,201,SW 900	Acetazolamide	5.0,True
SW 900,Allopurinol,5.0,201,SW 900	Allopurinol	5.0,True
SW 900,Aprepitant,5.0,201,SW 900	Aprepitant	5.0,True
SW 900,Artemether,5.0,201,SW 900	Artemether	5.0,True
