cell_line,drug,conc,shard,key,extracted
SK-MEL-2,Fostamatinib (disodium hexahydrate),5.0,572,SK-MEL-2	Fostamatinib (disodium hexahydrate)	5.0,True
SK-MEL-2,Glasdegib,0.05,572,SK-MEL-2	Glasdegib	0.05,True
SK-MEL-2,Glasdegib,0.5,572,SK-MEL-2	Glasdegib	0.5,True
SK-MEL-2,Glasdegib,5.0,572,SK-MEL-2	Glasdegib	5.0,True
SK-MEL-2,Ivabradine (hydrochloride),0.05,572,SK-MEL-2	Ivabradine (hydrochloride)	0.05,True
SK-MEL-2,Ivabradine (hydrochloride),0.5,572,SK-MEL-2	Ivabradine (hydrochloride)	0.5,True
SK-MEL-2,Ivabradine (hydrochloride),5.0,572,SK-MEL-2	Ivabradine (hydrochloride)	5.0,True
SK-MEL-2,Larotrectinib sulfate,0.05,572,SK-MEL-2	Larotrectinib sulfate	0.05,True
SK-MEL-2,Larotrectinib sulfate,0.5,572,SK-MEL-2	Larotrectinib sulfate	0.5,True
SK-MEL-2,Larotrectinib sulfate,5.0,572,SK-MEL-2	Larotrectinib sulfate	5.0,True
SK-MEL-2,Nimesulide,0.05,572,SK-MEL-2	Nimesulide	0.05,True
SK-MEL-2,Nimesulide,0.5,572,SK-MEL-2	Nimesulide	0.5,True
SK-MEL-2,Nimesulide,5.0,572,SK-MEL-2	Nimesulide	5.0,True
SK-MEL-2,Ornidazole,0.05,573,SK-MEL-2	Ornidazole	0.05,True
SK-MEL-2,Ornidazole,0.5,573,SK-MEL-2	Ornidazole	0.5,True
SK-MEL-2,Ornidazole,5.0,573,SK-MEL-2	Ornidazole	5.0,True
SK-MEL-2,PF-06260933,0.05,573,SK-MEL-2	PF-06260933	0.05,True
SK-MEL-2,Plicamycin,0.05,573,SK-MEL-2	Plicamycin	0.05,True
SK-MEL-2,Plicamycin,0.5,573,SK-MEL-2	Plicamycin	0.5,True
SK-MEL-2,Plicamycin,5.0,573,SK-MEL-2	Plicamycin	5.0,True
SK-MEL-2,Ralimetinib dimesylate,0.05,573,SK-MEL-2	Ralimetinib dimesylate	0.05,True
SK-MEL-2,Ribociclib,0.05,573,SK-MEL-2	Ribociclib	0.05,True
SK-MEL-2,Ribociclib,0.5,573,SK-MEL-2	Ribociclib	0.5,True
SK-MEL-2,Ribociclib,5.0,573,SK-MEL-2	Ribociclib	5.0,True
SK-MEL-2,Rimonabant (Hydrochloride),0.05,573,SK-MEL-2	Rimonabant (Hydrochloride)	0.05,True
SK-MEL-2,Rimonabant (Hydrochloride),0.5,573,SK-MEL-2	Rimonabant (Hydrochloride)	0.5,True
SK-MEL-2,Rimonabant (Hydrochloride),5.0,573,SK-MEL-2	Rimonabant (Hydrochloride)	5.0,True
SK-MEL-2,c-Kit-IN-1,0.05,573,SK-MEL-2	c-Kit-IN-1	0.05,True
NCI-H460,4EGI-1,0.05,574,NCI-H460	4EGI-1	0.05,True
NCI-H460,9-ING-41,0.05,574,NCI-H460	9-ING-41	0.05,True
NCI-H460,APTO-253,0.05,574,NCI-H460	APTO-253	0.05,True
NCI-H460,AT7519,0.05,574,NCI-H460	AT7519	0.05,True
NCI-H460,AZD1390,0.05,575,NCI-H460	AZD1390	0.05,True
NCI-H460,AZD2858,0.05,575,NCI-H460	AZD2858	0.05,True
NCI-H460,AZD-7648,0.05,575,NCI-H460	AZD-7648	0.05,True
NCI-H460,AZD-8055,0.05,575,NCI-H460	AZD-8055	0.05,True
NCI-H460,Abemaciclib,0.05,575,NCI-H460	Abemaciclib	0.05,True
NCI-H460,Adagrasib,0.05,575,NCI-H460	Adagrasib	0.05,True
NCI-H460,Afatinib,0.05,575,NCI-H460	Afatinib	0.05,True
NCI-H460,Alpelisib,0.05,575,NCI-H460	Alpelisib	0.05,True
NCI-H460,Anastrozole,0.05,575,NCI-H460	Anastrozole	0.05,True
NCI-H460,BAY1125976,0.05,575,NCI-H460	BAY1125976	0.05,True
NCI-H460,BI-78D3,0.05,575,NCI-H460	BI-78D3	0.05,True
NCI-H460,BI-3406,0.05,575,NCI-H460	BI-3406	0.05,True
NCI-H460,Belumosudil (mesylate),0.05,575,NCI-H460	Belumosudil (mesylate)	0.05,True
NCI-H460,Belzutifan,0.05,575,NCI-H460	Belzutifan	0.05,True
NCI-H460,Bentamapimod,0.05,575,NCI-H460	Bentamapimod	0.05,True
NCI-H460,Bimiralisib,0.05,575,NCI-H460	Bimiralisib	0.05,True
NCI-H460,Binimetinib,0.05,575,NCI-H460	Binimetinib	0.05,True
NCI-H460,Bortezomib,0.05,575,NCI-H460	Bortezomib	0.05,True
NCI-H460,Brivudine,0.05,575,NCI-H460	Brivudine	0.05,True
NCI-H460,CP21R7,0.05,575,NCI-H460	CP21R7	0.05,True
NCI-H460,Capivasertib,0.05,575,NCI-H460	Capivasertib	0.05,True
NCI-H460,Capmatinib,0.05,575,NCI-H460	Capmatinib	0.05,True
NCI-H460,Celecoxib,0.05,575,NCI-H460	Celecoxib	0.05,True
NCI-H460,DT-061,0.05,575,NCI-H460	DT-061	0.05,True
NCI-H460,DTP3,0.05,575,NCI-H460	DTP3	0.05,True
NCI-H460,Dabrafenib,0.05,575,NCI-H460	Dabrafenib	0.05,True
NCI-H460,ERK5-IN-2,0.05,575,NCI-H460	ERK5-IN-2	0.05,True
NCI-H460,ETC-206,0.05,575,NCI-H460	ETC-206	0.05,True
NCI-H460,EX229,0.05,575,NCI-H460	EX229	0.05,True
NCI-H460,Elimusertib hydrochloride,0.05,575,NCI-H460	Elimusertib hydrochloride	0.05,True
NCI-H460,Encorafenib,0.05,575,NCI-H460	Encorafenib	0.05,True
NCI-H460,Erdafitinib ,0.05,575,NCI-H460	Erdafitinib 	0.05,True
NCI-H460,Everolimus,0.05,575,NCI-H460	Everolimus	0.05,True
NCI-H460,Futibatinib,0.05,575,NCI-H460	Futibatinib	0.05,True
NCI-H460,GSK1059615,0.05,575,NCI-H460	GSK1059615	0.05,True
NCI-H460,Gemcitabine,0.05,575,NCI-H460	Gemcitabine	0.05,True
NCI-H460,HI-TOPK-032,0.05,575,NCI-H460	HI-TOPK-032	0.05,True
NCI-H460,Hydroxyfasudil,0.05,575,NCI-H460	Hydroxyfasudil	0.05,True
NCI-H460,IQ 1,0.05,575,NCI-H460	IQ 1	0.05,True
NCI-H460,Infigratinib,0.05,575,NCI-H460	Infigratinib	0.05,True
NCI-H460,Ipatasertib,0.05,575,NCI-H460	Ipatasertib	0.05,True
NCI-H460,Irinotecan,0.05,575,NCI-H460	Irinotecan	0.05,True
NCI-H460,Ixazomib,0.05,575,NCI-H460	Ixazomib	0.05,True
NCI-H460,LB-100,0.05,575,NCI-H460	LB-100	0.05,True
NCI-H460,LJI308,0.05,575,NCI-H460	LJI308	0.05,True
NCI-H460,LY2090314,0.05,575,NCI-H460	LY2090314	0.05,True
NCI-H460,LY-2584702 (tosylate salt),0.05,575,NCI-H460	LY-2584702 (tosylate salt)	0.05,True
NCI-H460,Lapatinib ditosylate,0.05,575,NCI-H460	Lapatinib ditosylate	0.05,True
NCI-H460,Lonafarnib,0.05,575,NCI-H460	Lonafarnib	0.05,True
NCI-H460,MK-3903,0.05,575,NCI-H460	MK-3903	0.05,True
NCI-H460,MK-8353,0.05,575,NCI-H460	MK-8353	0.05,True
NCI-H460,ML264,0.05,575,NCI-H460	ML264	0.05,True
NCI-H460,Methylprednisolone succinate,0.05,575,NCI-H460	Methylprednisolone succinate	0.05,True
NCI-H460,Minodronic acid,0.05,575,NCI-H460	Minodronic acid	0.05,True
NCI-H460,NG25,0.05,575,NCI-H460	NG25	0.05,True
NCI-H460,NVP-BHG712,0.05,575,NCI-H460	NVP-BHG712	0.05,True
NCI-H460,OTS514,0.05,575,NCI-H460	OTS514	0.05,True
NCI-H460,Oleic acid,0.05,575,NCI-H460	Oleic acid	0.05,True
NCI-H460,Oxaliplatin,0.05,575,NCI-H460	Oxaliplatin	0.05,True
NCI-H460,PF-06260933,0.05,575,NCI-H460	PF-06260933	0.05,True
NCI-H460,PH-797804,0.05,575,NCI-H460	PH-797804	0.05,True
NCI-H460,Paclitaxel,0.05,575,NCI-H460	Paclitaxel	0.05,True
NCI-H460,Pemigatinib,0.05,575,NCI-H460	Pemigatinib	0.05,True
NCI-H460,Pimitespib,0.05,576,NCI-H460	Pimitespib	0.05,True
NCI-H460,Pralsetinib,0.05,576,NCI-H460	Pralsetinib	0.05,True
NCI-H460,RMC-6236,0.05,576,NCI-H460	RMC-6236	0.05,True
NCI-H460,Ralimetinib dimesylate,0.05,576,NCI-H460	Ralimetinib dimesylate	0.05,True
NCI-H460,Regorafenib,0.05,576,NCI-H460	Regorafenib	0.05,True
NCI-H460,SBI-0640756,0.05,576,NCI-H460	SBI-0640756	0.05,True
NCI-H460,Sapanisertib,0.05,576,NCI-H460	Sapanisertib	0.05,True
NCI-H460,Sonidegib,0.05,576,NCI-H460	Sonidegib	0.05,True
NCI-H460,TAK-733,0.05,576,NCI-H460	TAK-733	0.05,True
NCI-H460,TAK-901,0.05,576,NCI-H460	TAK-901	0.05,True
NCI-H460,Temuterkib,0.05,576,NCI-H460	Temuterkib	0.05,True
NCI-H460,Tomivosertib,0.05,576,NCI-H460	Tomivosertib	0.05,True
NCI-H460,Torkinib,0.05,576,NCI-H460	Torkinib	0.05,True
NCI-H460,Trametinib,0.05,576,NCI-H460	Trametinib	0.05,True
NCI-H460,Tubulin inhibitor 6,0.05,576,NCI-H460	Tubulin inhibitor 6	0.05,True
NCI-H460,Tucatinib,0.05,576,NCI-H460	Tucatinib	0.05,True
NCI-H460,ULK-101,0.05,576,NCI-H460	ULK-101	0.05,True
NCI-H460,Vemurafenib,0.05,576,NCI-H460	Vemurafenib	0.05,True
NCI-H460,Volasertib,0.05,576,NCI-H460	Volasertib	0.05,True
NCI-H460,XRK3F2,0.05,576,NCI-H460	XRK3F2	0.05,True
NCI-H460,c-Kit-IN-1,0.05,576,NCI-H460	c-Kit-IN-1	0.05,True
NCI-H460,olaparib,0.05,576,NCI-H460	olaparib	0.05,True
NCI-H460,palbociclib,0.05,576,NCI-H460	palbociclib	0.05,True
NCI-H460,venetoclax,0.05,576,NCI-H460	venetoclax	0.05,True
NCI-H460,vincristine,0.05,576,NCI-H460	vincristine	0.05,True
NCI-H460,4EGI-1,0.5,576,NCI-H460	4EGI-1	0.5,True
NCI-H460,9-ING-41,0.5,576,NCI-H460	9-ING-41	0.5,True
NCI-H460,APTO-253,0.5,576,NCI-H460	APTO-253	0.5,True
NCI-H460,AT7519,0.5,576,NCI-H460	AT7519	0.5,True
NCI-H460,AZD1390,0.5,576,NCI-H460	AZD1390	0.5,True
NCI-H460,AZD2858,0.5,576,NCI-H460	AZD2858	0.5,True
NCI-H460,AZD-7648,0.5,576,NCI-H460	AZD-7648	0.5,True
NCI-H460,AZD-8055,0.5,576,NCI-H460	AZD-8055	0.5,True
NCI-H460,Abemaciclib,0.5,576,NCI-H460	Abemaciclib	0.5,True
NCI-H460,Afatinib,0.5,576,NCI-H460	Afatinib	0.5,True
NCI-H460,Alpelisib,0.5,576,NCI-H460	Alpelisib	0.5,True
NCI-H460,Anastrozole,0.5,576,NCI-H460	Anastrozole	0.5,True
NCI-H460,BAY1125976,0.5,576,NCI-H460	BAY1125976	0.5,True
NCI-H460,BI-78D3,0.5,576,NCI-H460	BI-78D3	0.5,True
NCI-H460,BI-3406,0.5,576,NCI-H460	BI-3406	0.5,True
NCI-H460,Belumosudil (mesylate),0.5,576,NCI-H460	Belumosudil (mesylate)	0.5,True
NCI-H460,Belzutifan,0.5,576,NCI-H460	Belzutifan	0.5,True
NCI-H460,Bentamapimod,0.5,576,NCI-H460	Bentamapimod	0.5,True
NCI-H460,Bimiralisib,0.5,576,NCI-H460	Bimiralisib	0.5,True
NCI-H460,Binimetinib,0.5,576,NCI-H460	Binimetinib	0.5,True
NCI-H460,Bortezomib,0.5,576,NCI-H460	Bortezomib	0.5,True
NCI-H460,Brivudine,0.5,576,NCI-H460	Brivudine	0.5,True
NCI-H460,CP21R7,0.5,576,NCI-H460	CP21R7	0.5,True
NCI-H460,Capivasertib,0.5,576,NCI-H460	Capivasertib	0.5,True
NCI-H460,Capmatinib,0.5,576,NCI-H460	Capmatinib	0.5,True
NCI-H460,Celecoxib,0.5,576,NCI-H460	Celecoxib	0.5,True
NCI-H460,DT-061,0.5,576,NCI-H460	DT-061	0.5,True
NCI-H460,DTP3,0.5,576,NCI-H460	DTP3	0.5,True
NCI-H460,Dabrafenib,0.5,576,NCI-H460	Dabrafenib	0.5,True
NCI-H460,ERK5-IN-2,0.5,576,NCI-H460	ERK5-IN-2	0.5,True
NCI-H460,ETC-206,0.5,576,NCI-H460	ETC-206	0.5,True
NCI-H460,EX229,0.5,576,NCI-H460	EX229	0.5,True
NCI-H460,Elimusertib hydrochloride,0.5,576,NCI-H460	Elimusertib hydrochloride	0.5,True
NCI-H460,Encorafenib,0.5,576,NCI-H460	Encorafenib	0.5,True
NCI-H460,Erdafitinib ,0.5,576,NCI-H460	Erdafitinib 	0.5,True
NCI-H460,Everolimus,0.5,576,NCI-H460	Everolimus	0.5,True
NCI-H460,Futibatinib,0.5,576,NCI-H460	Futibatinib	0.5,True
NCI-H460,GSK1059615,0.5,576,NCI-H460	GSK1059615	0.5,True
NCI-H460,Gemcitabine,0.5,577,NCI-H460	Gemcitabine	0.5,True
NCI-H460,HI-TOPK-032,0.5,577,NCI-H460	HI-TOPK-032	0.5,True
NCI-H460,Hydroxyfasudil,0.5,577,NCI-H460	Hydroxyfasudil	0.5,True
NCI-H460,IQ 1,0.5,577,NCI-H460	IQ 1	0.5,True
NCI-H460,Infigratinib,0.5,577,NCI-H460	Infigratinib	0.5,True
NCI-H460,Ipatasertib,0.5,577,NCI-H460	Ipatasertib	0.5,True
NCI-H460,Irinotecan,0.5,577,NCI-H460	Irinotecan	0.5,True
NCI-H460,Ixazomib,0.5,577,NCI-H460	Ixazomib	0.5,True
NCI-H460,LB-100,0.5,577,NCI-H460	LB-100	0.5,True
NCI-H460,LJI308,0.5,577,NCI-H460	LJI308	0.5,True
NCI-H460,LY2090314,0.5,577,NCI-H460	LY2090314	0.5,True
NCI-H460,LY-2584702 (tosylate salt),0.5,577,NCI-H460	LY-2584702 (tosylate salt)	0.5,True
NCI-H460,Lapatinib ditosylate,0.5,577,NCI-H460	Lapatinib ditosylate	0.5,True
NCI-H460,Lonafarnib,0.5,577,NCI-H460	Lonafarnib	0.5,True
NCI-H460,MK-3903,0.5,577,NCI-H460	MK-3903	0.5,True
NCI-H460,MK-8353,0.5,577,NCI-H460	MK-8353	0.5,True
NCI-H460,ML264,0.5,577,NCI-H460	ML264	0.5,True
NCI-H460,Methylprednisolone succinate,0.5,577,NCI-H460	Methylprednisolone succinate	0.5,True
NCI-H460,Minodronic acid,0.5,577,NCI-H460	Minodronic acid	0.5,True
NCI-H460,NG25,0.5,577,NCI-H460	NG25	0.5,True
NCI-H460,NVP-BHG712,0.5,577,NCI-H460	NVP-BHG712	0.5,True
NCI-H460,OTS514,0.5,577,NCI-H460	OTS514	0.5,True
NCI-H460,Oleic acid,0.5,577,NCI-H460	Oleic acid	0.5,True
NCI-H460,Oxaliplatin,0.5,577,NCI-H460	Oxaliplatin	0.5,True
NCI-H460,PF-06260933,0.5,577,NCI-H460	PF-06260933	0.5,True
NCI-H460,PH-797804,0.5,577,NCI-H460	PH-797804	0.5,True
NCI-H460,Paclitaxel,0.5,577,NCI-H460	Paclitaxel	0.5,True
NCI-H460,Pemigatinib,0.5,577,NCI-H460	Pemigatinib	0.5,True
NCI-H460,Pimitespib,0.5,577,NCI-H460	Pimitespib	0.5,True
NCI-H460,Pralsetinib,0.5,577,NCI-H460	Pralsetinib	0.5,True
NCI-H460,RMC-6236,0.5,577,NCI-H460	RMC-6236	0.5,True
NCI-H460,Ralimetinib dimesylate,0.5,577,NCI-H460	Ralimetinib dimesylate	0.5,True
NCI-H460,Regorafenib,0.5,577,NCI-H460	Regorafenib	0.5,True
NCI-H460,SBI-0640756,0.5,577,NCI-H460	SBI-0640756	0.5,True
NCI-H460,Sapanisertib,0.5,577,NCI-H460	Sapanisertib	0.5,True
NCI-H460,Sonidegib,0.5,577,NCI-H460	Sonidegib	0.5,True
NCI-H460,TAK-733,0.5,577,NCI-H460	TAK-733	0.5,True
NCI-H460,TAK-901,0.5,577,NCI-H460	TAK-901	0.5,True
NCI-H460,Temuterkib,0.5,577,NCI-H460	Temuterkib	0.5,True
NCI-H460,Tomivosertib,0.5,577,NCI-H460	Tomivosertib	0.5,True
NCI-H460,Torkinib,0.5,577,NCI-H460	Torkinib	0.5,True
NCI-H460,Trametinib,0.5,577,NCI-H460	Trametinib	0.5,True
NCI-H460,Tubulin inhibitor 6,0.5,577,NCI-H460	Tubulin inhibitor 6	0.5,True
NCI-H460,Tucatinib,0.5,577,NCI-H460	Tucatinib	0.5,True
NCI-H460,ULK-101,0.5,577,NCI-H460	ULK-101	0.5,True
NCI-H460,Vemurafenib,0.5,577,NCI-H460	Vemurafenib	0.5,True
NCI-H460,Volasertib,0.5,577,NCI-H460	Volasertib	0.5,True
NCI-H460,XRK3F2,0.5,577,NCI-H460	XRK3F2	0.5,True
NCI-H460,c-Kit-IN-1,0.5,577,NCI-H460	c-Kit-IN-1	0.5,True
NCI-H460,olaparib,0.5,577,NCI-H460	olaparib	0.5,True
NCI-H460,palbociclib,0.5,577,NCI-H460	palbociclib	0.5,True
NCI-H460,venetoclax,0.5,577,NCI-H460	venetoclax	0.5,True
NCI-H460,vincristine,0.5,577,NCI-H460	vincristine	0.5,True
NCI-H460,4EGI-1,5.0,577,NCI-H460	4EGI-1	5.0,True
NCI-H460,9-ING-41,5.0,577,NCI-H460	9-ING-41	5.0,True
NCI-H460,APTO-253,5.0,577,NCI-H460	APTO-253	5.0,True
NCI-H460,AT7519,5.0,577,NCI-H460	AT7519	5.0,True
NCI-H460,AZD1390,5.0,577,NCI-H460	AZD1390	5.0,True
NCI-H460,AZD2858,5.0,577,NCI-H460	AZD2858	5.0,True
NCI-H460,AZD-7648,5.0,577,NCI-H460	AZD-7648	5.0,True
NCI-H460,AZD-8055,5.0,577,NCI-H460	AZD-8055	5.0,True
NCI-H460,Abemaciclib,5.0,577,NCI-H460	Abemaciclib	5.0,True
NCI-H460,Afatinib,5.0,578,NCI-H460	Afatinib	5.0,True
NCI-H460,Alpelisib,5.0,578,NCI-H460	Alpelisib	5.0,True
NCI-H460,Anastrozole,5.0,578,NCI-H460	Anastrozole	5.0,True
NCI-H460,BAY1125976,5.0,578,NCI-H460	BAY1125976	5.0,True
NCI-H460,BI-78D3,5.0,578,NCI-H460	BI-78D3	5.0,True
NCI-H460,BI-3406,5.0,578,NCI-H460	BI-3406	5.0,True
NCI-H460,Belumosudil (mesylate),5.0,578,NCI-H460	Belumosudil (mesylate)	5.0,True
NCI-H460,Belzutifan,5.0,578,NCI-H460	Belzutifan	5.0,True
NCI-H460,Bentamapimod,5.0,578,NCI-H460	Bentamapimod	5.0,True
NCI-H460,Bimiralisib,5.0,578,NCI-H460	Bimiralisib	5.0,True
NCI-H460,Binimetinib,5.0,578,NCI-H460	Binimetinib	5.0,True
NCI-H460,Bortezomib,5.0,578,NCI-H460	Bortezomib	5.0,True
NCI-H460,Brivudine,5.0,578,NCI-H460	Brivudine	5.0,True
NCI-H460,CP21R7,5.0,578,NCI-H460	CP21R7	5.0,True
NCI-H460,Capivasertib,5.0,578,NCI-H460	Capivasertib	5.0,True
NCI-H460,Capmatinib,5.0,578,NCI-H460	Capmatinib	5.0,True
NCI-H460,Celecoxib,5.0,578,NCI-H460	Celecoxib	5.0,True
NCI-H460,DT-061,5.0,578,NCI-H460	DT-061	5.0,True
NCI-H460,DTP3,5.0,578,NCI-H460	DTP3	5.0,True
NCI-H460,Dabrafenib,5.0,578,NCI-H460	Dabrafenib	5.0,True
NCI-H460,ERK5-IN-2,5.0,578,NCI-H460	ERK5-IN-2	5.0,True
NCI-H460,ETC-206,5.0,578,NCI-H460	ETC-206	5.0,True
NCI-H460,EX229,5.0,578,NCI-H460	EX229	5.0,True
NCI-H460,Elimusertib hydrochloride,5.0,578,NCI-H460	Elimusertib hydrochloride	5.0,True
NCI-H460,Encorafenib,5.0,578,NCI-H460	Encorafenib	5.0,True
NCI-H460,Erdafitinib ,5.0,578,NCI-H460	Erdafitinib 	5.0,True
NCI-H460,Everolimus,5.0,578,NCI-H460	Everolimus	5.0,True
NCI-H460,Futibatinib,5.0,578,NCI-H460	Futibatinib	5.0,True
NCI-H460,GSK1059615,5.0,578,NCI-H460	GSK1059615	5.0,True
NCI-H460,Gemcitabine,5.0,578,NCI-H460	Gemcitabine	5.0,True
NCI-H460,HI-TOPK-032,5.0,578,NCI-H460	HI-TOPK-032	5.0,True
NCI-H460,Hydroxyfasudil,5.0,578,NCI-H460	Hydroxyfasudil	5.0,True
NCI-H460,IQ 1,5.0,578,NCI-H460	IQ 1	5.0,True
NCI-H460,Infigratinib,5.0,578,NCI-H460	Infigratinib	5.0,True
NCI-H460,Ipatasertib,5.0,578,NCI-H460	Ipatasertib	5.0,True
NCI-H460,Irinotecan,5.0,578,NCI-H460	Irinotecan	5.0,True
NCI-H460,Ixazomib,5.0,578,NCI-H460	Ixazomib	5.0,True
NCI-H460,LB-100,5.0,578,NCI-H460	LB-100	5.0,True
NCI-H460,LJI308,5.0,578,NCI-H460	LJI308	5.0,True
NCI-H460,LY2090314,5.0,578,NCI-H460	LY2090314	5.0,True
NCI-H460,LY-2584702 (tosylate salt),5.0,578,NCI-H460	LY-2584702 (tosylate salt)	5.0,True
NCI-H460,Lapatinib ditosylate,5.0,578,NCI-H460	Lapatinib ditosylate	5.0,True
NCI-H460,Lonafarnib,5.0,578,NCI-H460	Lonafarnib	5.0,True
NCI-H460,MK-3903,5.0,578,NCI-H460	MK-3903	5.0,True
NCI-H460,MK-8353,5.0,578,NCI-H460	MK-8353	5.0,True
NCI-H460,ML264,5.0,578,NCI-H460	ML264	5.0,True
NCI-H460,Methylprednisolone succinate,5.0,578,NCI-H460	Methylprednisolone succinate	5.0,True
NCI-H460,Minodronic acid,5.0,578,NCI-H460	Minodronic acid	5.0,True
NCI-H460,NG25,5.0,578,NCI-H460	NG25	5.0,True
NCI-H460,NVP-BHG712,5.0,578,NCI-H460	NVP-BHG712	5.0,True
NCI-H460,OTS514,5.0,578,NCI-H460	OTS514	5.0,True
NCI-H460,Oleic acid,5.0,578,NCI-H460	Oleic acid	5.0,True
NCI-H460,Oxaliplatin,5.0,578,NCI-H460	Oxaliplatin	5.0,True
NCI-H460,PF-06260933,5.0,578,NCI-H460	PF-06260933	5.0,True
NCI-H460,PH-797804,5.0,578,NCI-H460	PH-797804	5.0,True
NCI-H460,Paclitaxel,5.0,578,NCI-H460	Paclitaxel	5.0,True
NCI-H460,Pemigatinib,5.0,578,NCI-H460	Pemigatinib	5.0,True
NCI-H460,Pimitespib,5.0,578,NCI-H460	Pimitespib	5.0,True
NCI-H460,Pralsetinib,5.0,578,NCI-H460	Pralsetinib	5.0,True
NCI-H460,RMC-6236,5.0,578,NCI-H460	RMC-6236	5.0,True
NCI-H460,Ralimetinib dimesylate,5.0,578,NCI-H460	Ralimetinib dimesylate	5.0,True
NCI-H460,Regorafenib,5.0,578,NCI-H460	Regorafenib	5.0,True
NCI-H460,SBI-0640756,5.0,578,NCI-H460	SBI-0640756	5.0,True
NCI-H460,Sapanisertib,5.0,578,NCI-H460	Sapanisertib	5.0,True
NCI-H460,Sonidegib,5.0,579,NCI-H460	Sonidegib	5.0,True
NCI-H460,TAK-733,5.0,579,NCI-H460	TAK-733	5.0,True
NCI-H460,TAK-901,5.0,579,NCI-H460	TAK-901	5.0,True
NCI-H460,Temuterkib,5.0,579,NCI-H460	Temuterkib	5.0,True
NCI-H460,Tomivosertib,5.0,579,NCI-H460	Tomivosertib	5.0,True
NCI-H460,Torkinib,5.0,579,NCI-H460	Torkinib	5.0,True
NCI-H460,Trametinib,5.0,579,NCI-H460	Trametinib	5.0,True
NCI-H460,Tubulin inhibitor 6,5.0,579,NCI-H460	Tubulin inhibitor 6	5.0,True
NCI-H460,Tucatinib,5.0,579,NCI-H460	Tucatinib	5.0,True
NCI-H460,ULK-101,5.0,579,NCI-H460	ULK-101	5.0,True
NCI-H460,Vemurafenib,5.0,579,NCI-H460	Vemurafenib	5.0,True
NCI-H460,Volasertib,5.0,579,NCI-H460	Volasertib	5.0,True
NCI-H460,XRK3F2,5.0,579,NCI-H460	XRK3F2	5.0,True
NCI-H460,c-Kit-IN-1,5.0,579,NCI-H460	c-Kit-IN-1	5.0,True
NCI-H460,olaparib,5.0,579,NCI-H460	olaparib	5.0,True
NCI-H460,palbociclib,5.0,579,NCI-H460	palbociclib	5.0,True
NCI-H460,venetoclax,5.0,579,NCI-H460	venetoclax	5.0,True
NCI-H460,vincristine,5.0,579,NCI-H460	vincristine	5.0,True
NCI-H460,8-Hydroxyquinoline,0.05,579,NCI-H460	8-Hydroxyquinoline	0.05,True
NCI-H460,18β-Glycyrrhetinic acid,0.05,579,NCI-H460	18β-Glycyrrhetinic acid	0.05,True
NCI-H460,(R)-Verapamil (hydrochloride),0.05,579,NCI-H460	(R)-Verapamil (hydrochloride)	0.05,True
NCI-H460,Acetohexamide,0.05,579,NCI-H460	Acetohexamide	0.05,True
NCI-H460,Adenine,0.05,579,NCI-H460	Adenine	0.05,True
NCI-H460,Adenosine,0.05,579,NCI-H460	Adenosine	0.05,True
NCI-H460,Aliskiren,0.05,579,NCI-H460	Aliskiren	0.05,True
NCI-H460,Allantoin,0.05,579,NCI-H460	Allantoin	0.05,True
NCI-H460,Almonertinib (hydrochloride),0.05,579,NCI-H460	Almonertinib (hydrochloride)	0.05,True
NCI-H460,Amsacrine,0.05,579,NCI-H460	Amsacrine	0.05,True
NCI-H460,Anethole trithione,0.05,579,NCI-H460	Anethole trithione	0.05,True
NCI-H460,Artesunate,0.05,579,NCI-H460	Artesunate	0.05,True
NCI-H460,Azithromycin (hydrate),0.05,579,NCI-H460	Azithromycin (hydrate)	0.05,True
NCI-H460,Baicalin,0.05,579,NCI-H460	Baicalin	0.05,True
NCI-H460,Balsalazide (sodium hydrate),0.05,579,NCI-H460	Balsalazide (sodium hydrate)	0.05,True
NCI-H460,Berbamine,0.05,579,NCI-H460	Berbamine	0.05,True
NCI-H460,Berberine (chloride hydrate),0.05,579,NCI-H460	Berberine (chloride hydrate)	0.05,True
NCI-H460,Bergenin,0.05,579,NCI-H460	Bergenin	0.05,True
NCI-H460,Bimatoprost,0.05,579,NCI-H460	Bimatoprost	0.05,True
NCI-H460,Busulfan,0.05,579,NCI-H460	Busulfan	0.05,True
NCI-H460,Cepharanthine,0.05,579,NCI-H460	Cepharanthine	0.05,True
NCI-H460,Chlorhexidine (diacetate),0.05,579,NCI-H460	Chlorhexidine (diacetate)	0.05,True
NCI-H460,Ciclopirox,0.05,579,NCI-H460	Ciclopirox	0.05,True
NCI-H460,Clonidine (hydrochloride),0.05,579,NCI-H460	Clonidine (hydrochloride)	0.05,True
NCI-H460,Clotrimazole,0.05,579,NCI-H460	Clotrimazole	0.05,True
NCI-H460,Cloxacillin (sodium),0.05,579,NCI-H460	Cloxacillin (sodium)	0.05,True
NCI-H460,Cysteamine (hydrochloride),0.05,579,NCI-H460	Cysteamine (hydrochloride)	0.05,True
NCI-H460,Darinaparsin,0.05,579,NCI-H460	Darinaparsin	0.05,True
NCI-H460,Demeclocycline,0.05,579,NCI-H460	Demeclocycline	0.05,True
NCI-H460,Diammonium Glycyrrhizinate,0.05,579,NCI-H460	Diammonium Glycyrrhizinate	0.05,True
NCI-H460,Docetaxel,0.05,579,NCI-H460	Docetaxel	0.05,True
